ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
050007100,665700,36586263,1809,RUGBY PL,,LOT 8 RUGBY PLACE,7971.48
050024000,801900,36586264,1825,EDGEWOOD LN,,LOT 16 EDGEWOOD LANE,13590.72
060055000,998400,36586265,1845,WAYSIDE PL,,PT LOT 8 WAYSIDE PLACE,11499.84
060050000,921900,36586266,1873,EDGEWOOD LN,,LOT 9 EDGEWOOD LANE,13982.76
050146000,1274100,36586267,918,RUGBY RD,,LOT,21823.56
050011000,1140200,36586268,809,RUGBY RD,,LOT 1 BK 2 RUGBY,18469.44
050025000,696100,36586269,1816,FENDALL AVE,,LOT,12066.12
050008000,751800,36586270,1807,RUGBY PL,,LOT 9 RUGBY,8015.04
060071000,986900,36586271,21,UNIVERSITY CIR,,LOT 27 UNIVERSITY PLACE,0
060070000,1253200,36586272,1841,UNIVERSITY CIR,,LOT 28 UNIVERSITY PLACE,28618.92
060074100,742100,36586273,0,EMMET ST N,,60 FT FRONT,15855.84
050024100,1031000,36586274,1823,EDGEWOOD LN,,LOT 15 EDGEWOOD LANE,14461.92
050145000,1105500,36586275,914,RUGBY RD,,"PT LOTS 2,3,8&9 BK 19 PRES HGT",21257.28
060051000,945200,36586276,1853,EDGEWOOD LN,,LOT 10 EDGEWOOD LANE,14505.48
060076000,843900,36586277,26,UNIVERSITY CIR,,LOT 26 UNIVERSITY PLACE,25177.68
060054000,961800,36586278,1841,WAYSIDE PL,,LOT 6 WAYSIDE PLACE,11499.84
050016000,580300,36586279,1808,RUGBY PL,,LOT 3 RUGBY PLACE,7840.8
050148500,646200,36586280,106,STEWART CIR,,LOT 6A STEWART CIRCLE,17206.2
070001800,268700,36586281,8,IVY RD,,LOT 8 UNIV SHOPPING CENTER,2700.72
070001700,186900,36586282,9,IVY RD,,LOT 9 UNIV SHOPPING CEN,2787.84
070001600,424700,36586283,10-11,IVY RD,,LOTS 10 & 11 UNIV SHOP CEN,5837.04
060064000,1553700,36586284,1832,WAYSIDE PL,,LOT 7 & PT 9 WAYSIDE PLACE,23958
050144000,740200,36586285,910,RUGBY RD,,LOT,11282.04
070001500,212300,36586286,12,IVY RD,,LOT 12,3092.76
070001400,471900,36586287,13,IVY RD,,LOT 13 & A1 UNIV SHOPPING CTR,6534
060074000,2627800,36586288,400,EMMET ST N,,PT 1.553 ACRES,67692.24
070001300,5628300,36586289,2123-25,IVY RD,,LOTS A2 & B COPELEY,58196.16
050032000,1095100,36586290,1822,EDGEWOOD LN,,LOT 11 EDGEWOOD LANE,16160.76
050148400,448500,36586291,109,STEWART CIR,,LOT 5A STEWART CIRCLE,5619.24
050014000,722100,36586292,1806,RUGBY PL,,LOT 3A & PT 2 RUGBY PLACE,6141.96
050142000,1098000,36586293,900,RUGBY RD,,LOT A BK 19,17816.04
060053000,778200,36586294,1829,WAYSIDE PL,,LOT 4 WAYSIDE PLACE,11499.84
050026000,882500,36586295,1821,EDGEWOOD LN,,LOT 3 EDGEWOOD LANE,9104.04
050013000,661000,36586296,807,RUGBY RD,,LOT 1 & PT 2 RUGBY PLACE,9888.12
070001101,18109000,36586297,2132,IVY RD,,21.02 ACRES & PARCEL Z-1,915631.2
050031000,2419900,36586298,1820,EDGEWOOD LN,,LOTS 12 & 12A,24262.92
060069000,2580300,36586299,1835,UNIVERSITY CIR,,LOTS 29 & 30 UNIVERSITY PLACE,28618.92
050148600,451900,36586300,104,STEWART CIR,,LOT 7 STEWART CIRCLE,8015.04
050137000,1142400,36586301,810,RUGBY RD,,"LOTS 1,2,7 & 8 BK 18",28009.08
060052000,800000,36586302,1827,WAYSIDE PL,,LOT 2 WAYSIDE PLACE,11020.68
070001000,3223200,36586303,2121,IVY RD,,LOT,62813.52
050027000,918200,36586304,1810,EDGEWOOD LN,,1/4 ACRES EDGEWOOD LANE,9234.72
050143000,470300,36586305,905,TUNLAW PL,,LOT C BK 19 PRESTON HGTS,6751.8
060065000,1066900,36586306,1828,WAYSIDE PL,,LOT 5 WAYSIDE PLACE,11499.84
050136000,705100,36586307,804,RUGBY RD,,"LOTS 9,10&STR BK 18 PRES HG",13285.8
050030000,1052900,36586308,1819,EDGEWOOD LN,,LOT B EDGEWOOD LANE,31145.4
050148300,442900,36586309,107,STEWART CIR,,LOT 4 STEWART CIRCLE,7405.2
050148700,398300,36586310,102,STEWART CIR,,LOT 8 STEWART CIRCLE,7623
050142100,831000,36586311,1701,ROSSER AVE W,,LOT B,9801
050033000,797900,36586312,1825,WAYSIDE PL,,LOT 1 & PT X-1 WAYSIDE PLACE,11891.88
060077000,844500,36586313,25,UNIVERSITY CIR,,LOT 25 UNIVERSITY PLACE,12022.56
050028000,2489800,36586314,717,RUGBY RD,,LOT,19994.04
060096100,996500,36586315,20,UNIVERSITY CIR,,LOT A UNIVERSITY PLACE,19340.64
050135000,1104100,36586316,800,RUGBY RD,,"LOTS 11,12 & STR BK 18 PRES HG",13503.6
060066000,1048500,36586317,1826,WAYSIDE PL,,LOT 3 WAYSIDE PLACE,11499.84
050029000,893600,36586318,703,RUGBY RD,,LOT C,42863.04
050141000,1041700,36586319,814,TUNLAW PL,,LOT PRESTON HEIGHTS,48830.76
070001100,906600,36586320,2119,IVY RD,,LOT,20298.96
050148200,437100,36586321,105,STEWART CIR,,LOT 3 STEWART CIRCLE,7666.56
060095000,852000,36586322,30,UNIVERSITY CIR,,LOT 15 UNIVERSITY PLACE,16422.12
060068000,864400,36586323,1831,UNIVERSITY CIR,,LOT 31 UNIVERSITY PLACE,14287.68
060075000,1300600,36586324,380,EMMET ST N,,LOT 14,30317.76
050148800,396300,36586325,100,STEWART CIR,,LOT 9 STEWART CIRCLE,7797.24
070001200,2115200,36586326,2117,IVY RD,,"PARCELS X-1,X-2 & F-4",44431.2
050138000,1603800,36586327,1701,BURNLEY AVE,,LOTS 3-6 & STRIP BK 18,26005.32
050148100,430800,36586328,103,STEWART CIR,,LOT 2 STEWART CIRCLE,7753.68
060096000,961400,36586329,1836,UNIVERSITY CIR,,LOT B UNIVERSITY PLACE,9278.28
050134000,2138600,36586330,712,RUGBY RD,,LOT 2 & PT 3 BK 8,37810.08
050037000,1181300,36586331,1824,WAYSIDE PL,,LOT 1 WAYSIDE PLACE,19471.32
060078000,920300,36586332,27,UNIVERSITY CIR,,LOT 24 UNIVERSITY PLACE,0
060067000,1704800,36586333,17,UNIVERSITY CIR,,LOT 32 UNIVERSITY PLACE,18033.84
060097100,1057200,36586334,1832,UNIVERSITY CIR,,PT LOT 18 UNIVERSITY PLACE,10628.64
050148000,430800,36586335,101,STEWART CIR,,LOT 1 STEWART CIRCLE,8886.24
060094000,2689000,36586336,32,UNIVERSITY CIR,,LOT 14 UNIVERSITY PLACE,0
