RecordID,Incident_ID,AddressRaw,AddressStandardized,AlarmDateTimeAmericaNY,CauseOfIgnition,FireAreaOfOrigin,FireType,HeatSource,IncidentDurationMinutes,ItemFirstIgnited,Latitude,Longitude,PropertyLossDollars,PropertyUse,StreetName,StreetNumber,StreetPostDirection,StreetPredirection,StreetSuffix,UnitFirstArrive,UnitFirstResponseTimeMinutes,Year,ZipCode
1154,2903645,2416 SUNSET RD,2416 SUNSET RD,2009/12/26 21:50:14+00, , ,Structure Fire, ,82.5, ,38.02000046,-78.51999664,2000,Multifamily dwelling,SUNSET,2416, , ,RD,E6,7.01999998,2009,22903
1155,2903655,400 ROBERTSON AVE,400 ROBERTSON AVE,2009/12/27 16:22:11+00,Equipment, ,Natural vegetation fire, ,9.60000038, ,38.04000092,-78.48000336,0,1 or 2 family dwelling,ROBERTSON,400, , ,AVE,E7,6.13000011,2009,22901
1156,2000026,417 MOBILE LN,417 MOBILE LN,2010/01/04 13:05:51+00, , ,Structure Fire, ,50.59999847, ,38.06999969,-78.48999786,2000,1 or 2 family dwelling,MOBILE,417, , ,LN,E7,7.73000002,2010,22901
1157,2000028,203 PALATINE AVE,203 PALATINE AVE,2010/01/04 14:24:25+00, , ,Structure Fire, ,156.8999939, ,38.02000046,-78.48000336,40000,1 or 2 family dwelling,PALATINE,203, , ,AVE,E6,4.78000021,2010,22903
1158,2000038,108 2ND ST SW,108 2ND ST SW,2010/01/05 16:50:51+00, , ,Structure Fire, ,61.70000076, ,38.02999878,-78.48000336,0,Multifamily dwelling,2ND,108,SW, ,ST,E5,3.01999998,2010,22901
1159,2000080,1614 GREENLEAF LN,1614 GREENLEAF LN,2010/01/09 02:02:54+00, , ,Structure Fire, ,82.5, ,38.04999924,-78.48999786,0,1 or 2 family dwelling,GREENLEAF,1614, , ,LN,E2,5.88000011,2010,22902
1160,2000092,810 W MAIN ST,810 W MAIN ST,2010/01/10 05:18:09+00, , ,Outside rubbish fire, ,22.70000076, ,38.02999878,-78.48999786,0,Vehicle parking area,MAIN,810, ,W,ST,E7,5.75,2010,22903
1161,2000143,501 RIVES ST,501 RIVES ST,2010/01/16 06:36:08+00, , ,Structure Fire, ,638.20001221, ,38.02000046,-78.47000122,400000,1 or 2 family dwelling,RIVES,501, , ,ST,E7,7.30000019,2010,22902
1162,2000150,762 MADISON AVE,762 MADISON AVE,2010/01/16 22:43:12+00, , ,Structure Fire, ,40.59999847, ,38.04000092,-78.48999786,0,Multifamily dwelling,MADISON,762, , ,AVE,E1,5.38000011,2010,22903
1163,2000193,127 BIRDWOOD CT,127 BIRDWOOD CT,2010/01/22 00:12:54+00, , ,Structure Fire, ,25.79999924, ,38.04000092,-78.48000336,0,1 or 2 family dwelling,BIRDWOOD,127, , ,CT,E1,5.3499999,2010,22901
1164,2000424,301 15TH ST NW,301 15TH ST NW,2010/02/07 22:54:03+00, , ,Structure Fire, ,55.79999924, ,38.04000092,-78.5,0,Multifamily dwelling,15TH,301,NW, ,ST,E7,5.5,2010,22903
1165,2000434,203 ROBERTSON AVE,203 ROBERTSON AVE,2010/02/08 19:35:27+00, , ,Structure Fire, ,408.29998779, ,38.02000046,-78.51000214,278000,1 or 2 family dwelling,ROBERTSON,203, , ,AVE,BC1,4.51999998,2010,22903
1166,2000513,619 CABELL AVE,619 CABELL AVE,2010/02/14 05:01:46+00, , ,Structure Fire, ,34.59999847, ,38.04000092,-78.5,0,"Sorority house, fraternity house",CABELL,619, , ,AVE,E2,8.63000011,2010,22902
1167,2000554,1144 E MARKET ST,1144 E MARKET ST,2010/02/18 10:52:38+00, , ,Outside rubbish fire, ,19.79999924, ,38.02999878,-78.47000122,0,Business office,MARKET,1144, ,E,ST,E5,7.57000017,2010,22902
1168,2000612,117 ALTAMONT CIR,117 ALTAMONT CIR,2010/02/23 23:27:38+00, , ,Structure Fire, ,21.60000038, ,38.02999878,-78.48000336,0,Multifamily dwelling,ALTAMONT,117, , ,CIR,E5,3.81999993,2010,22901
1169,2000633,1600 6TH ST SE,1600 6TH ST SE,2010/02/26 02:18:27+00, , ,Structure Fire, ,14.80000019, ,38.02000046,-78.48999786,0,1 or 2 family dwelling,6TH,1600,SE, ,ST,E5,6.9000001,2010,22901
1170,2000639,1310 FLORENCE RD,1310 FLORENCE RD,2010/02/26 21:51:27+00, , ,Structure Fire, ,55.09999847, ,38.02000046,-78.47000122,0,1 or 2 family dwelling,FLORENCE,1310, , ,RD,E5,5,2010,22902
1171,2000689,247 RIDGE MCINTIRE RD,247 RIDGE MCINTIRE RD,2010/03/04 22:03:59+00, , ,Structure Fire, ,47.29999924, ,38.02999878,-78.48000336,250,Restaurant or cafeteria,RIDGE MCINTIRE,247, , ,RD,E7,4.32000017,2010,22902
1172,2000696, , ,2010/03/06 01:10:15+00,Undetermined, ,Natural vegetation fire, ,6.69999981, ,38.00999832,-78.48999786,0,"Outside or special property, other", , , , , ,E5,3.18000007,2010,22901
1173,2000703,1106 MYRTLE ST,1106 MYRTLE ST,2010/03/06 18:53:29+00, , ,Structure Fire, ,172.69999695, ,38.02000046,-78.47000122,60000,1 or 2 family dwelling,MYRTLE,1106, , ,ST,E5,5.30000019,2010,22902
1174,2000706,300 4TH ST SE,300 4TH ST SE,2010/03/07 00:24:48+00, , ,Structure Fire, ,33.20000076, ,38.02999878,-78.48000336,0,Multifamily dwelling,4TH,300,SE, ,ST,E5,3.56999993,2010,22902
1175,2000709,836 RIDGE ST,836 RIDGE ST,2010/03/07 02:51:18+00, , ,Structure Fire, ,16.39999962, ,38.02000046,-78.48999786,0,1 or 2 family dwelling,RIDGE,836, , ,ST,E7,3.61999989,2010,22902
1176,2000722,304 CARLTON RD,304 CARLTON RD,2010/03/08 15:05:04+00, , ,Structure Fire, ,18.70000076, ,38.02000046,-78.47000122,0,1 or 2 family dwelling,CARLTON,304, , ,RD,E6,4.26999998,2010,22902
1177,2000785,1819 UNIVERSITY CIR,1819 UNIVERSITY CIR,2010/03/16 01:43:06+00, , ,Structure Fire, ,47.90000153, ,38.04000092,-78.5,0,Multifamily dwelling,UNIVERSITY,1819, , ,CIR,E6,4.76999998,2010,22903
1178,2000793,102 AZALEA DR,102 AZALEA DR,2010/03/16 18:52:04+00, , ,Outside rubbish fire, ,23, ,38.02000046,-78.51000214,0,1 or 2 family dwelling,AZALEA,102, , ,DR,E7,3.18000007,2010,22903
1179,2000818,1021 WERTLAND ST,1021 WERTLAND ST,2010/03/18 19:00:45+00,Undetermined, ,Natural vegetation fire, ,25.60000038, ,38.02999878,-78.48999786,500,Multifamily dwelling,WERTLAND,1021, , ,ST,BC1,1.51999998,2010,22902
1180,2000858,1620 MERIDIAN ST,1620 MERIDIAN ST,2010/03/21 14:43:21+00,Undetermined, ,Natural vegetation fire, ,27.39999962, ,38.00999832,-78.48000336,0,Open land or field,MERIDIAN,1620, , ,ST,E5,5.94999981,2010,22902
1181,2000898,1400 MELBOURNE RD,1400 MELBOURNE RD,2010/03/25 18:23:15+00, , ,Mobile property (vehicle) fire, ,27.89999962, ,38.04999924,-78.47000122,0,Construction site,MELBOURNE,1400, , ,RD,E2,4.67999983,2010,22901
1182,2000900,1101 SEMINOLE TRAIL,1101 SEMINOLE TRL,2010/03/25 20:27:59+00,Unintentional,"Courtyard, patio, porch, terrace","Fire, other",Cigarette,7.19999981,"Organic materials, other",38.06999969,-78.48999786,0,"Outside or special property, other",SEMINOLE,1101, , ,TRL,E2,4.6500001,2010,22901
1183,2000909,1000 EMMET ST N,1000 EMMET ST N,2010/03/26 13:34:48+00, , ,Structure Fire, ,61.90000153, ,38.04999924,-78.5,0,Restaurant or cafeteria,EMMET,1000,N, ,ST,E6,2.22000003,2010,22903
1184,2000911,1360 RUGBY AVE,1360 RUGBY AVE,2010/03/26 14:24:57+00, , ,Outside rubbish fire, ,9.5, ,38.04999924,-78.48000336,0,"Outbuilding, protective shelter",RUGBY,1360, , ,AVE,E2,3.04999995,2010,22901
1185,3000168,1408 JEFFERSON PARK,1408 JEFFERSON PARK AVE,2010/03/26 22:02:31+00, , ,Structure Fire, ,16.89999962, ,38.02999878,-78.5,0,"Boarding/rooming house, residential hotels",JEFFERSON PARK,1408, , ,AVE,E7,5.1500001,2010,22903
1186,2000917,799 E WATER ST,799 E WATER ST,2010/03/26 23:24:45+00, , ,Outside rubbish fire, ,28.39999962, ,38.02999878,-78.47000122,0,Railroad right of way,WATER,799, ,E,ST,E5,4,2010,22903
1187,3000169,579 MCCORMICK RD,579 MCCORMICK RD,2010/03/27 02:05:37+00, , ,Outside rubbish fire, ,8.10000038, ,38.00999832,-78.48999786,0,"Barracks, dormitory",MCCORMICK,579, , ,RD,E6,5.32000017,2010,22908
1188,2000949,1306 PRESTON AVE,1306 PRESTON AVE,2010/03/30 03:07:13+00, , ,Structure Fire, ,21.5, ,38.04000092,-78.48999786,0,"Boarding/rooming house, residential hotels",PRESTON,1306, , ,AVE,BC3,5.6500001,2010,22902
1189,3000174,205 SPRIGG LN,205 SPRIGG LN,2010/03/30 23:20:48+00, , ,Structure Fire, ,28.79999924, ,38.04000092,-78.59999847,0,"Barracks, dormitory",SPRIGG,205, , ,LN,E6,4.07999992,2010,22908
1190,2000969,407 GARRETT ST,407 GARRETT ST,2010/03/31 17:49:58+00,Undetermined, ,"Cultivated vegetation, crop fire", ,13.80000019, ,38.02999878,-78.48000336,0,Graded and cared-for plots of land,GARRETT,407, , ,ST,E5,3.27999997,2010,22902
1191,2000971,1101 SEMINOLE TRAIL,1101 SEMINOLE TRL,2010/03/31 21:15:11+00, , ,Mobile property (vehicle) fire, ,23.10000038, ,38.06999969,-78.48999786,0,Street or road in commercial area,SEMINOLE,1101, , ,TRL,E2,5.6500001,2010,22902
1192,2000972,1008 ST CLAIR AVE,1008 ST CLAIR AVE,2010/04/01 01:21:38+00, , ,Mobile property (vehicle) fire, ,54.90000153, ,38.04000092,-78.45999908,2900,"Residential street, road or residential driveway",ST CLAIR,1008, , ,AVE,E5,5.42999983,2010,22902
1193,3000182,201 SPRIGG LN,201 SPRIGG LN,2010/04/03 09:21:00+00, , ,Outside rubbish fire, ,11.30000019, ,38.04000092,-78.59999847,0,"Dormitory type residence, other",SPRIGG,201, , ,LN,E6,5.86999989,2010,22901
1194,2001013,2748 MCELROY DR,2748 MCELROY DR,2010/04/04 19:45:31+00, , ,Structure Fire, ,59.59999847, ,38.00999832,-78.51999664,2500,1 or 2 family dwelling,MCELROY,2748, , ,DR,TRK01,6.32999992,2010,22902
1195,2001019,750 PROSPECT AVE,750 PROSPECT AVE,2010/04/05 23:41:00+00,Undetermined, ,Natural vegetation fire,Undetermined,84.59999847, ,38.02000046,-78.48999786,0,"Outside or special property, other",PROSPECT,750, , ,AVE,E5,5.57999992,2010,22901
1196,2001025,400 PARK ST,400 PARK ST,2010/04/06 11:23:13+00, , ,Mobile property (vehicle) fire, ,21.79999924, ,38.02999878,-78.48000336,1500,"Street, other",PARK,400, , ,ST,E5,3.06999993,2010,22902
1197,3000191,570 EDGEMONT RD,570 EDGEMONT RD,2010/04/07 16:47:15+00, , ,Structure Fire, ,68.5, ,38.00999832,-78.48999786,1000,Laboratory or science lababoratory,EDGEMONT,570, , ,RD,TRK01,9.22000027,2010,22902
1198,2001039,2100 BARRACKS RD,2100 BARRACKS RD,2010/04/07 22:17:57+00,Undetermined, ,Natural vegetation fire, ,10.80000019, ,38.00999832,-78.48999786,0,Street or road in commercial area,BARRACKS,2100, , ,RD,E2,4.82999992,2010,22902
1199,2001077,324 6 1/2 ST SW,324 6 1/2 ST SW,2010/04/12 09:12:50+00, , ,Structure Fire, ,16.70000076, ,38.02999878,-78.48000336,0,1 or 2 family dwelling,6 1/2,324,SW, ,ST,E7,6.55000019,2010,22901
1200,2001079,1000 CHERRY AVE,1000 CHERRY AVE,2010/04/12 15:36:18+00, , ,Structure Fire, ,17.60000038, ,38.02999878,-78.5,0,Athletic/health club,CHERRY,1000, , ,AVE,BC1,3.93000007,2010,22902
1201,2001083, , ,2010/04/12 16:22:04+00,Undetermined, ,Natural vegetation fire, ,8, ,38.00999832,-78.48999786,0,Restaurant or cafeteria, , , , , ,E5,3.17000008,2010,22902
1202,2001107,159 MADISON LN,159 MADISON LN,2010/04/15 06:51:30+00, , ,Outside rubbish fire, ,182.30000305, ,38.04000092,-78.48999786,200,"Sorority house, fraternity house",MADISON,159, , ,LN,BC1,5.76999998,2010,22902
1203,2001123,615 MADISON AVE,615 MADISON AVE,2010/04/16 03:31:51+00, , ,Structure Fire, ,142.30000305, ,38.04000092,-78.5,6000,Multifamily dwelling,MADISON,615, , ,AVE,E1,6.9000001,2010,22903
1204,2001129,403 ALTAMONT ST,403 ALTAMONT ST,2010/04/16 18:01:47+00,Other cause, ,Natural vegetation fire, ,41.70000076, ,38.02999878,-78.48000336,0, ,ALTAMONT,403, , ,ST,TRK01,3.23000002,2010,22902
1205,2001131,975 EMMET ST N,975 EMMET ST N,2010/04/16 21:31:36+00,Smoking, ,Natural vegetation fire,Cigarette,16.60000038, ,38.04999924,-78.5,0,Vehicle parking area,EMMET,975,N, ,ST,E6,2.81999993,2010,22903
1206,2001134,500 1ST ST S,500 1ST ST S,2010/04/17 00:48:32+00, , ,Structure Fire, ,62.5, ,38.02999878,-78.48000336,4000,Multifamily dwelling,1ST,500,S, ,ST,E5,2.1500001,2010,22901
1207,2001149,803 HENRY AVE,803 HENRY AVE,2010/04/18 02:39:28+00, , ,Structure Fire, ,15.60000038, ,38.04000092,-78.48999786,0,1 or 2 family dwelling,HENRY,803, , ,AVE,FM01,4.19999981,2010,22902
1208,2001163,405 GARRETT ST,405 GARRETT ST,2010/04/19 18:31:03+00,Undetermined, ,Natural vegetation fire, ,12.69999981, ,38.02999878,-78.48000336,0,Multifamily dwelling,GARRETT,405, , ,ST,E5,2.47000003,2010,22902
1209,2001189,403 GARRETT ST,403 GARRETT ST,2010/04/22 03:10:12+00, , ,Structure Fire, ,62.79999924, ,38.02999878,-78.48000336,2500,1 or 2 family dwelling,GARRETT,403, , ,ST,E7,5.11999989,2010,22902
1210,2001193,619 CABELL AVE,619 CABELL AVE,2010/04/22 13:13:02+00, , ,Structure Fire, ,81.09999847, ,38.04000092,-78.5,800,"Barracks, dormitory",CABELL,619, , ,AVE,BC2,6.07000017,2010,22901
1211,2001245,123 E MAIN ST,123 E MAIN ST,2010/04/27 16:48:03+00, , ,Outside rubbish fire, ,62.29999924, ,38.02999878,-78.48000336,0,Bank,MAIN,123, ,E,ST,TRK01,3.73000002,2010,22902
1212,2001258,517 PARK ST,517 PARK ST,2010/04/28 17:55:45+00, , ,Structure Fire, ,246, ,38.02999878,-78.48000336,1725,Residential board and care,PARK,517, , ,ST,TRK01,0.93000001,2010,22902
1213,2001274, , ,2010/04/30 18:58:10+00, , ,Mobile property (vehicle) fire, ,21.20000076, ,38.00999832,-78.48999786,200,Street or road in commercial area, , , , , ,BC1,2.13000011,2010,22903
1214,2001316,405 GARRETT ST,405 GARRETT ST,2010/05/04 18:17:50+00,Undetermined, ,Natural vegetation fire, ,6.5, ,38.02999878,-78.48000336,0,Vehicle parking area,GARRETT,405, , ,ST,E5,2.43000007,2010,22901
1215,2001327,401 MCINTIRE RD,401 MCINTIRE RD,2010/05/05 19:23:04+00,Undetermined, ,Natural vegetation fire, ,7, ,38.04000092,-78.48000336,0,"Assembly, other",MCINTIRE,401, , ,RD,E6,2.17000008,2010,22902
1216,2001329,2114 IVY RD,2114 IVY RD,2010/05/06 00:26:56+00, , ,Structure Fire, ,16, ,38.04000092,-78.51000214,0,Multifamily dwelling,IVY,2114, , ,RD,E6,3.06999993,2010,22903
1217,2001331,309 AVON ST,309 AVON ST,2010/05/06 06:15:11+00,Misuse of fire, ,Natural vegetation fire, ,20.60000038, ,38.02999878,-78.48000336,0,Vacant lot,AVON,309, , ,ST,E5,6.32000017,2010,22903
1218,2001341,5 UNIVERSITY CT,5 UNIVERSITY CT,2010/05/07 02:40:28+00, , ,Outside rubbish fire, ,12.89999962, ,38.04000092,-78.5,0, ,UNIVERSITY,5, , ,CT,E7,8.97000027,2010,22902
1219,2001358,810 W MAIN ST,810 W MAIN ST,2010/05/08 17:04:58+00,Smoking, ,Natural vegetation fire, ,6.4000001, ,38.02999878,-78.48999786,0,Vehicle parking area,MAIN,810, ,W,ST,E7,3.23000002,2010,22901
1220,3000233,800 ALDERMAN RD,800 ALDERMAN RD,2010/05/08 20:30:34+00,Smoking, ,Natural vegetation fire, ,8.80000019, ,38.02999878,-78.51999664,0,Vehicle parking area,ALDERMAN,800, , ,RD,E6,6.21999979,2010,22903
1221,2001368,206 E MARKET ST,206 E MARKET ST,2010/05/08 21:14:27+00, , ,Structure Fire, ,73.90000153, ,38.02999878,-78.48000336,1000,"Studio/theater, other",MARKET,206, ,E,ST,E7,2.23000002,2010,22902
1222,2001377,200 AVON ST,200 AVON ST,2010/05/09 12:25:18+00,Undetermined, ,Natural vegetation fire, ,7, ,38.02999878,-78.48000336,0,"Outside or special property, other",AVON,200, , ,ST,E5,4.03000021,2010,22901
1223,2001379,611 RUGBY RD,611 RUGBY RD,2010/05/09 15:49:52+00,Undetermined, ,Natural vegetation fire, ,19.89999962, ,38.04000092,-78.5,0,Multifamily dwelling,RUGBY,611, , ,RD,E2,4.48000002,2010,22902
1224,2001380,1001 FOREST HILLS AVE,1001 FOREST HILLS AVE,2010/05/09 19:32:42+00, , ,Structure Fire, ,14.19999981, ,38.04000092,-78.48000336,0,1 or 2 family dwelling,FOREST HILLS,1001, , ,AVE,E7,4.21999979,2010,22902
1225,2001381,300 PRESTON AVE,300 PRESTON AVE,2010/05/09 20:23:23+00,Undetermined, ,Natural vegetation fire,Undetermined,33.20000076, ,38.02999878,-78.48000336,1500,Vehicle parking area,PRESTON,300, , ,AVE,E5,2.79999995,2010,22902
1226,2001383,500 1ST ST S,500 1ST ST S,2010/05/10 01:01:35+00, , ,Structure Fire, ,31.79999924, ,38.02999878,-78.48000336,0,Multifamily dwelling,1ST,500,S, ,ST,E7,2.70000005,2010,22902
1227,2001389,1116 JOHN ST,1116 JOHN ST,2010/05/10 18:20:29+00,Undetermined, ,Natural vegetation fire,Undetermined,39.59999847, ,38.04000092,-78.5,50,Open land or field,JOHN,1116, , ,ST,E7,7.0999999,2010,22903
1228,2001465,516 ROUGEMONT AVE,516 ROUGEMONT AVE,2010/05/18 18:09:08+00, , ,Structure Fire, ,26.79999924, ,38.02000046,-78.48999786,500,1 or 2 family dwelling,ROUGEMONT,516, , ,AVE,BC1,3.82999992,2010,22903
1229,2001499,100 MEADE AVE,100 MEADE AVE,2010/05/21 15:25:53+00, , ,Outside rubbish fire, ,30.29999924, ,38.02000046,-78.47000122,0,"Dump, sanitary landfill",MEADE,100, , ,AVE,E7,3.26999998,2010,22902
1230,2001582,235 MONTE VISTA AVE,235 MONTE VISTA AVE,2010/05/28 20:46:11+00, , ,Outside rubbish fire, ,20, ,38.00999832,-78.51000214,0,1 or 2 family dwelling,MONTE VISTA,235, , ,AVE,E5,11.22000027,2010,22903
1231,2001583,2426 ARLINGTON BLVD,2426 ARLINGTON BLVD,2010/05/28 22:19:22+00,Equipment, ,Natural vegetation fire,Arcing,35.70000076, ,38.04999924,-78.51000214,0,Graded and cared-for plots of land,ARLINGTON,2426, , ,BLVD,E6,6.46999979,2010,22901
1232,2001597, , ,2010/05/30 00:42:46+00, , ,Structure Fire, ,15.69999981, ,38.00999832,-78.48999786,0,1 or 2 family dwelling, , , , , ,E1,8.86999989,2010,22901
1233,2001644,1200 FORREST ST,1200 FOREST ST,2010/06/02 21:35:40+00, , ,Structure Fire, ,119.59999847, ,38.04000092,-78.48000336,0,High school/junior high school/middle school,FOREST,1200, , ,ST,E2,3.42000008,2010,22902
1234,2001715,1204 CARLTON AVE,1204 CARLTON AVE,2010/06/05 23:40:18+00, , ,Structure Fire, ,19.89999962, ,38.02000046,-78.47000122,0,Multifamily dwelling,CARLTON,1204, , ,AVE,E7,5.63000011,2010,22902
1235,2001749, , ,2010/06/09 11:36:30+00, , ,Mobile property (vehicle) fire, ,124.59999847, ,38.00999832,-78.48999786,0,"Residential street, road or residential driveway", , , , , ,E7,4.98000002,2010,22902
1236,2001751,511 ROCKLAND AVE,511 ROCKLAND AVE,2010/06/09 14:39:47+00, , ,Outside rubbish fire, ,38.29999924, ,38.02000046,-78.48999786,750,1 or 2 family dwelling,ROCKLAND,511, , ,AVE,E5,4.63000011,2010,22902
1237,2001774, , ,2010/06/10 19:15:54+00, , ,Mobile property (vehicle) fire, ,18.70000076, ,38.00999832,-78.48999786,4000,Highway or divided highway, , , , , ,E1,3.29999995,2010,22901
1238,2001807,819 MERIDIAN ST,819 MERIDIAN ST,2010/06/14 02:12:47+00, , ,Outside rubbish fire, ,10.89999962, ,38.02000046,-78.48000336,0,"Residential street, road or residential driveway",MERIDIAN,819, , ,ST,E5,6.25,2010,22902
1239,2001809,800 ROCKLAND AVE,800 ROCKLAND AVE,2010/06/14 04:17:37+00, , ,Structure Fire, ,17.89999962, ,38.02000046,-78.48000336,0,Graded and cared-for plots of land,ROCKLAND,800, , ,AVE,E5,7.13000011,2010,22902
1240,2001841,710 PARK ST,710 PARK ST,2010/06/16 15:02:20+00, , ,Outside rubbish fire, ,16.10000038, ,38.04000092,-78.47000122,0,1 or 2 family dwelling,PARK,710, , ,ST,E1,4.51999998,2010,22902
1241,2001852,1801 HYDRAULIC RD,1801 HYDRAULIC RD,2010/06/17 21:42:29+00, , ,Structure Fire, ,94.30000305, ,38.06000137,-78.48999786,6000,Department or discount store,HYDRAULIC,1801, , ,RD,E2,3.93000007,2010,22901
1242,2001889,1705 EMMET ST,1705 EMMET ST N,2010/06/21 19:32:34+00,Smoking, ,Natural vegetation fire, ,27.39999962, ,38.06000137,-78.48999786,0,Restaurant or cafeteria,EMMET,1705,N, ,ST,E1,4.13000011,2010,22901
1243,2001897,101 ANTOINETTE CT,101 ANTOINETTE CT,2010/06/22 00:11:04+00,Incendiary, ,Natural vegetation fire, ,24.60000038, ,38.02000046,-78.5,0,Vacant lot,ANTOINETTE,101, , ,CT,E7,5.26999998,2010,22902
1244,2002014,608 WATSON AVE,608 WATSON AVE,2010/06/25 04:14:42+00,Act of nature,"Outside area, other",Special outside fire,Arcing,11.19999981,"Electrical wire, cable insulation",38.04000092,-78.47000122,0,Electrical distribution,WATSON,608, , ,AVE,E2,11.07999992,2010,22901
1245,2002051,200 BYPASS,250 BYP,2010/06/26 09:23:36+00,"Debris, vegetation burn", ,Special outside fire,Arcing,4.19999981, ,38.00999832,-78.48999786,0,"Outside or special property, other",250, , , ,BYP,E2,4.07000017,2010,22902
1246,2002054,1600 RICKY RD,1600 RICKY RD,2010/06/26 10:30:55+00,Natural source, ,Natural vegetation fire,Arcing,51.90000153, ,38.00999832,-78.48999786,0,"Outside or special property, other",RICKY,1600, , ,RD,E2,5.4000001,2010,22902
1247,2002079,1505 RUGBY AV,1505 RUGBY AVE,2010/06/28 00:27:51+00, , ,Structure Fire, ,61.79999924, ,38.04999924,-78.48000336,0,1 or 2 family dwelling,RUGBY,1505, , ,AVE,BC3,6.23000002,2010,22903
1248,2002089,2710 ETON RD,2710 ETON RD,2010/06/28 23:24:32+00, , ,Structure Fire, ,39.20000076, ,38.02000046,-78.51999664,0,1 or 2 family dwelling,ETON,2710, , ,RD,E7,7.38000011,2010,22903
1249,2002097,108 2ND ST SW,108 2ND ST SW,2010/06/29 13:26:42+00,Unintentional,Closet,Structure Fire,"Spark, ember, or flame from operating equipment",76.09999847,Household utensils,38.02999878,-78.48000336,100,Restaurant or cafeteria,2ND,108,SW, ,ST,E5,2.51999998,2010,22902
1250,2002122,2114 ANGUS RD,2114 ANGUS RD,2010/07/01 10:56:45+00,Undetermined, ,Natural vegetation fire, ,18.29999924, ,38.06000137,-78.5,0,Vehicle parking area,ANGUS,2114, , ,RD,E2,3.8499999,2010,22901
1251,2002129,407 PATON ST,407 PATON ST,2010/07/01 19:16:13+00, , ,Structure Fire, ,52.90000153, ,38.02999878,-78.5,0,1 or 2 family dwelling,PATON,407, , ,ST,E7,3.52999997,2010,22902
1252,2002130,320 FAIRWAY AVE,320 FAIRWAY AVE,2010/07/01 19:21:45+00, , ,Mobile property (vehicle) fire, ,46.59999847, ,38.02999878,-78.45999908,3800, ,FAIRWAY,320, , ,AVE,E2,6.01999998,2010,22901
1253,2002147,513 DICE ST,513 DICE ST,2010/07/04 11:41:24+00, , ,Mobile property (vehicle) fire, ,237.30000305, ,38.02999878,-78.48999786,3500, ,DICE,513, , ,ST,CHF3,2.17000008,2010,22902
1254,2002150,10 UNIVERSITY CIR,10 UNIVERSITY CIR,2010/07/04 18:27:20+00,Undetermined, ,Natural vegetation fire, ,12.80000019, ,38.04000092,-78.5,0,Graded and cared-for plots of land,UNIVERSITY,10, , ,CIR,E6,5.42999983,2010,22902
1255,2002155, , ,2010/07/05 02:59:49+00,Misuse of fire, ,Natural vegetation fire,Fireworks,38.70000076, ,38.00999832,-78.48999786,0,"Dormitory type residence, other", , , , , ,E6,5.36999989,2010,22902
1256,2002170,200 W SOUTH ST,200 W SOUTH ST,2010/07/06 01:29:25+00, , ,Mobile property (vehicle) fire, ,21.29999924, ,38.02999878,-78.48000336,700,Vehicle parking area,SOUTH,200, ,W,ST,BC2,1.04999995,2010,22903
1257,2002176, , ,2010/07/06 19:28:46+00, , ,Structure Fire, ,65.80000305, ,38.00999832,-78.48999786,0, , , , , , ,E5,3.70000005,2010,22902
1258,2002194,1705 EMMET ST,1705 EMMET ST N,2010/07/08 14:02:46+00,Undetermined, ,Natural vegetation fire, ,24.29999924, ,38.06000137,-78.48999786,0,Vehicle parking area,EMMET,1705,N, ,ST,E2,3.92000008,2010,22902
1259,2002215,1600 EMMET ST N,1600 EMMET ST N,2010/07/10 00:43:45+00, , ,Structure Fire, ,203, ,38.06000137,-78.48999786,0,"Hotel/motel, commercial",EMMET,1600,N, ,ST,E2,4.0999999,2010,22901
1260,2002272,218 PALATINE AVE,218 PALATINE AVE,2010/07/15 23:35:27+00, , ,Structure Fire, ,11.5, ,38.02000046,-78.48000336,0,1 or 2 family dwelling,PALATINE,218, , ,AVE,E5,4.8499999,2010,22903
1261,2002284,917 PRESTON AVE,917 PRESTON AVE,2010/07/16 22:44:46+00, , ,Mobile property (vehicle) fire, ,14.30000019, ,38.04000092,-78.48999786,2000,Vehicle parking area,PRESTON,917, , ,AVE,E7,3.45000005,2010,22903
1262,2002312,310 AVON ST,310 AVON ST,2010/07/20 04:27:00+00, , ,Special outside fire, ,15.89999962, ,38.02999878,-78.48000336,0,Business office,AVON,310, , ,ST,BC3,2.29999995,2010,22902
1263,2002384,820 W MAIN ST,820 W MAIN ST,2010/07/27 10:34:38+00, , ,Structure Fire, ,234.5, ,38.02999878,-78.48999786,45000,"Food and beverage sales, grocery store",MAIN,820, ,W,ST,E7,3.76999998,2010,22902
1264,2002397,221 CARLTON RD,221 CARLTON RD,2010/07/28 11:57:00+00, , ,Outside rubbish fire, ,150.80000305, ,38.02000046,-78.47000122,0,"Street, other",CARLTON,221, , ,RD,E5,5.17999983,2010,22901
1265,2002419,1218 HOLMES AVE,1218 HOLMES AVE,2010/07/30 10:41:28+00, , ,Structure Fire, ,297, ,38.04999924,-78.45999908,30000,1 or 2 family dwelling,HOLMES,1218, , ,AVE,E1,5.19999981,2010,22902
1266,2002432,762 RIDGE ST,762 RIDGE ST,2010/07/31 07:48:43+00, , ,Outside rubbish fire, ,11.19999981, ,38.02000046,-78.48999786,500,1 or 2 family dwelling,RIDGE,762, , ,ST,E7,4.57000017,2010,22903
