RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer
10538,Vandalism,201900023531,1100,5TH ST SW,CPD,2019/08/19 13:50:56+00,0950,"Newton, Arla"
10539,Suspicious Activity,201900023526,600,E MARKET ST,CPD,2019/08/19 12:18:39+00,0818,"KEPLINGER, CHRISTOPHER"
10540,Larceny - All Other,201900023524,700,"RIDGE ST, 1",CPD,2019/08/19 11:36:36+00,0736,"Curtis, David"
10541,Suspicious Activity,201900023518,200,HOLLY DR,CPD,2019/08/19 08:42:09+00,0442,"Byrd, Timothy"
10542,Assault Simple,201900023504,700,ORANGEDALE AVE,CPD,2019/08/19 01:31:15+00,2131,"Zhang, Kai"
10543,Assault Simple,201900023500,1500,MONTICELLO RD,CPD,2019/08/19 00:42:07+00,2042,"Zhang, Kai"
10544,Assist Agency - Backup/Assist,201900023489,600,CONCORD AVE,CPD,2019/08/18 22:25:01+00,1825,"Burchardt, Rudy"
10545,Lost/FoundProperty,201900023485,1100,5TH ST SW,CPD,2019/08/18 21:51:14+00,1751,"Raines, Christopher"
10546,Hit and Run,201900023477,1700,HYDRAULIC RD,CPD,2019/08/18 20:04:54+00,1604,"Burchardt, Rudy"
10547,Hit and Run,201900023473,1500,GREEN ST,CPD,2019/08/18 19:39:16+00,1539,"Zhang, Kai"
10548,Larceny - Shoplifitng,201900023461,800,MONTICELLO RD,CPD,2019/08/18 18:13:10+00,1413,"HARPINE, MATTHEW"
10549,Drunkeness DIP,201900023446,200,E MAIN ST,CPD,2019/08/18 15:00:14+00,1100,"KEPLINGER, CHRISTOPHER"
10550,Motor Vehicle Theft,201900023433,500,"1ST ST S, 201",CPD,2019/08/18 11:31:05+00,0731,"HARPINE, MATTHEW"
10551,Vandalism,201900023431,700,ORANGEDALE AVE,CPD,2019/08/18 10:54:34+00,0654,"Bise, Collin"
10552,Larceny - From Motor Vehicle,201900023430,1500,CHESAPEAKE ST,CPD,2019/08/18 10:46:03+00,0646,"Morris, William "
10553,Drug Investigation,201900023419,1300,CARLTON AVE,CPD,2019/08/18 06:03:50+00,0203,"Bowers, Justin"
10554,Larceny - Shoplifitng,201900023418,1500,UNIVERSITY AVE,CPD,2019/08/18 05:53:22+00,0153,"Holley, Barrett"
10555,Disorderly Conduct,201900023411,200,E MAIN ST,CPD,2019/08/18 04:27:44+00,0027,"Zhang, Kai"
10556,Lost/FoundProperty,201900023403,900,SEMINOLE,CPD,2019/08/18 03:17:04+00,2317,"Babij, Joshua"
10557,Lost/FoundProperty,201900023396,1500,UNIVERSITY AVE,CPD,2019/08/18 01:38:23+00,2138,"Holley, Barrett"
10558,Larceny - All Other,201900023389,700,"WALKER SQ, 4D",CPD,2019/08/17 23:53:53+00,1953,"Babij, Joshua"
10559,Larceny - All Other,201900023373,800,W MAIN ST,CPD,2019/08/17 19:33:36+00,1533,"Godfrey, Gregory "
10560,Driving Under the Influence,201900023366,1400,E HIGH ST,CPD,2019/08/17 17:47:29+00,1347,"KEPLINGER, CHRISTOPHER"
10561,Larceny - Theft from Building,201900023363,100,MONTICELLO AVE,CPD,2019/08/17 17:35:44+00,1335,"Curtis, David"
10562,Lost/FoundProperty,201900023364,1500,UNIVERSITY AVE,CPD,2019/08/17 17:32:38+00,1332,"HARPINE, MATTHEW"
10563,Vandalism,201900023359,100,"WELK PL, B",CPD,2019/08/17 16:56:00+00,1256,"Cundiff, Ross"
10564,Comm Relations Initiative - CRI,201900023354,700,E MAIN ST,CPD,2019/08/17 16:17:46+00,1217,"Pendleton, Eric"
10565,Lost/FoundProperty,201900023355,1100,PAGE ST,CPD,2019/08/17 16:14:53+00,1214,"Godfrey, Gregory "
10566,Assault Simple,201900023345,300,E MAIN ST,CPD,2019/08/17 15:21:29+00,1121,"KEPLINGER, CHRISTOPHER"
10567,Assist Citizen - Mental/TDO/ECO,201900023340,400,11TH ST NW,CPD,2019/08/17 14:27:40+00,1027,"Thomas, Eric"
10568,Traffic - Traffic Hazard,201900023338,1100,EMMET ST S,CPD,2019/08/17 13:45:30+00,0945,"Thelen, Rebecca"
10569,Assault Simple,201900023323,1500,"CARLTON AVE, 18",CPD,2019/08/17 06:39:36+00,0239,"Blackwell, Ryan"
10570,Vandalism,201900023322,100,"14TH ST NW, 1",CPD,2019/08/17 06:29:27+00,0229,"Belinski, Thomas"
10571,Driving Under the Influence,201900023311,,UNIVERSITY AVE / 14TH ST NW,CPD,2019/08/17 04:10:32+00,0010,"Reed, Patrick"
10572,Drug/Narcotics Violation,201900023301,1400,VINE ST,CPD,2019/08/17 02:42:08+00,2242,"Reed, Patrick"
10573,Lost/FoundProperty,201900023297,600,E MARKET ST,CPD,2019/08/17 01:40:46+00,2140,"Babij, Joshua"
10574,Lost/FoundProperty,201900023264,600,E MARKET ST,CPD,2019/08/16 18:57:18+00,1457,"Godfrey, Gregory "
10575,Disorderly Conduct,201900023259,,ORANGEDALE AVE / BAILEY RD,CPD,2019/08/16 18:14:05+00,1414,"Thelen, Rebecca"
10576,Lost/FoundProperty,201900023261,600,E MARKET ST,CPD,2019/08/16 18:07:20+00,1407,"Newton, Arla"
10577,Burglary,201900023257,1700,"JEFFERSON PARK AVE, 9",CPD,2019/08/16 18:04:35+00,1404,"Pendleton, Eric"
10578,Hit and Run,201900023253,1100,5TH ST SW,CPD,2019/08/16 17:24:45+00,1324,"Trammell, Ryan"
10579,Hit and Run,201900023248,1000,EMMET ST N,CPD,2019/08/16 16:59:32+00,1259,"Thelen, Rebecca"
10580,Assist Citizen - Mental/TDO/ECO,201900023244,1200,"CARLTON AVE, 4",CPD,2019/08/16 16:19:15+00,1219,"Holley, Barrett"
10581,Suspicious Activity,201900023228,600,E MARKET ST,CPD,2019/08/16 14:00:58+00,1000,"Hiner, Kim"
10582,Larceny - From Motor Vehicle,201900023225,700,BOLLING AVE,CPD,2019/08/16 13:43:13+00,0943,"Trammell, Ryan"
10583,Larceny - From Motor Vehicle,201900023217,100,"14TH ST NW, 1",CPD,2019/08/16 11:38:35+00,0738,"Holley, Barrett"
10584,Disorderly Conduct,201900023203,100,OLD PRESTON AVE,CPD,2019/08/16 05:44:34+00,0144,"Freivald, Jon"
10585,Shots Fired/Illegal Hunting,201900023197,800,HARDY DR,CPD,2019/08/16 05:07:18+00,0107,"Reed, Patrick"
10586,Narcotics,201900023180,1000,FOREST HILLS AVE,CPD,2019/08/16 02:58:37+00,2258,"Reed, Patrick"
10587,Embezzelment,201900023167,100,ELLIEWOOD AVE,CPD,2019/08/15 23:10:39+00,1910,"Chan, William"
10588,Suspicious Activity,201900023165,,GARRETT ST / 2ND ST SE,CPD,2019/08/15 22:30:55+00,1830,"Babij, Joshua"
10589,Lost/FoundProperty,201900023155,200,14TH ST NW,CPD,2019/08/15 20:57:56+00,1657,"Babij, Joshua"
10590,Larceny - From Motor Vehicle,201900023152,400,13TH ST NW,CPD,2019/08/15 20:15:21+00,1615,"Babij, Joshua"
10591,Assault Simple,201900023134,200,W MARKET ST,CPD,2019/08/15 17:14:13+00,1314,"TRAVERS, JOSHUA"
10592,Burglary,201900023113,400,W MAIN ST,CPD,2019/08/15 14:08:29+00,1008,"FLURY, MICHAEL"
10593,Traffic Stops,201900023073,900,1ST ST S,CPD,2019/08/15 02:39:44+00,2239,"Fink, James"
10594,Assist Citizen - Mental/TDO/ECO,201900023067,,2ND ST SE / GARRETT ST,CPD,2019/08/15 01:35:05+00,2135,"Gower, Charles"
10595,Vandalism,201900023051,100,"14TH ST NW, 1",CPD,2019/08/14 22:24:55+00,1824,"Wagner, Christopher "
10596,Drug/Narcotics Violation,201900023043,300,6TH ST SW,CPD,2019/08/14 20:52:36+00,1652,"Chan, William"
10597,Stolen Property Offenses,201900023041,300,6TH ST SW,CPD,2019/08/14 20:26:16+00,1626,"Stein, Nathan"
10598,Larceny - All Other,201900023038,1900,"ARLINGTON BLVD, 201",CPD,2019/08/14 19:42:57+00,1542,"Zhang, Kai"
10599,Larceny - All Other,201900023037,100,MONTICELLO AVE,CPD,2019/08/14 19:36:24+00,1536,"Bowers, Justin"
10600,Larceny - Of Veh Parts/Access,201900023024,300,4TH ST NW,CPD,2019/08/14 17:30:51+00,1330,"FLURY, MICHAEL"
10601,Larceny - From Motor Vehicle,201900023025,2400,FONTAINE AVE,CPD,2019/08/14 16:56:44+00,1256,"Trammell, Ryan"
10602,Larceny - All Other,201900023016,1200,W MAIN ST,CPD,2019/08/14 16:23:44+00,1223,"Trammell, Ryan"
10603,Hit and Run,201900022996,1100,5TH ST SW,CPD,2019/08/14 12:07:14+00,0807,"TRAVERS, JOSHUA"
10604,Larceny - From Motor Vehicle,201900022993,300,250 BYPASS,CPD,2019/08/14 12:03:54+00,0803,"Trammell, Ryan"
10605,Vandalism,201900022990,300,4TH ST SE,CPD,2019/08/14 11:35:55+00,0735,"TRAVERS, JOSHUA"
10606,Assault Aggravated,201900022987,1600,"EMMET ST N, 219",CPD,2019/08/14 05:35:30+00,0135,"Blackwell, Kyle"
10607,Hit and Run,201900022959,2500,JEFFERSON PARK AVE,CPD,2019/08/13 23:45:12+00,1945,"Stein, Nathan"
10608,Assault Simple,201900022942,700,HARRIS ST,CPD,2019/08/13 21:12:21+00,1712,"Fink, James"
10609,Larceny - All Other,201900022925,1200,E MARKET ST,CPD,2019/08/13 18:31:42+00,1431,"Trammell, Ryan"
10610,Larceny - Shoplifitng,201900022914,200,E MAIN ST,CPD,2019/08/13 17:03:48+00,1303,"KEPLINGER, CHRISTOPHER"
10611,Assault Simple,201900022921,2000,"MICHIE DR, A",CPD,2019/08/13 16:52:13+00,1252,"Maney, Edward"
10612,Drunkeness DIP,201900022906,600,E WATER ST,CPD,2019/08/13 15:57:48+00,1157,"KEPLINGER, CHRISTOPHER"
10613,Disorderly Conduct,201900022890,,2ND ST NE / E MAIN ST,CPD,2019/08/13 11:48:11+00,0748,"Holley, Barrett"
10614,Suspicious Activity,201900022887,200,RIDGE ST,CPD,2019/08/13 10:14:13+00,0614,"Freivald, Jon"
10615,Assault Simple,201900022885,200,RIDGE ST,CPD,2019/08/13 09:36:02+00,0536,"Byrd, Timothy"
10616,Larceny - All Other,201900022884,800,W MAIN ST,CPD,2019/08/13 07:44:34+00,0344,"Byrd, Timothy"
10617,Vandalism,201900022883,700,"PROSPECT AVE, D",CPD,2019/08/13 07:40:34+00,0340,"Bise, Collin"
10618,Larceny - Shoplifitng,201900022848,500,W MAIN ST,CPD,2019/08/12 22:03:44+00,1803,"Quinlan, Richard"
10619,Hit and Run,201900022847,400,MOBILE LN,CPD,2019/08/12 21:54:56+00,1754,"Lee, Chandler"
10620,Animal - Bite,201900022824,700,NALLE ST,CPD,2019/08/12 18:47:39+00,1447,"Breeden, Casey"
10621,Animal - Bite,201900022822,300,E HIGH ST,CPD,2019/08/12 18:41:14+00,1441,"Breeden, Casey"
10622,Suspicious Activity,201900022809,800,"HARDY DR, A",CPD,2019/08/12 17:06:49+00,1306,"Newton, Arla"
10623,Animal - Bite,201900022805,,CHARLTON AVE / FOREST ST,CPD,2019/08/12 16:52:26+00,1252,"Breeden, Casey"
10624,Fraud-false pretense,201900022802,600,"CHERRY AVE, A",CPD,2019/08/12 16:04:54+00,1204,"Trammell, Ryan"
10625,Death Investigation - DOA,201900022799,,CHARLTON AVE / FOREST ST,CPD,2019/08/12 15:44:20+00,1144,"Bowers, Justin"
10626,Lost/FoundProperty,201900022796,800,W MAIN ST,CPD,2019/08/12 14:58:49+00,1058,"Trammell, Ryan"
10627,Suspicious Activity,201900022801,2700,MCELROY DR,CPD,2019/08/12 14:48:57+00,1048,"Trammell, Ryan"
10628,Fraud-impersonation,201900022792,100,LIDE PL,CPD,2019/08/12 14:15:27+00,1015,"Trammell, Ryan"
10629,Hit and Run,201900022786,1200,MONTICELLO AVE,CPD,2019/08/12 12:46:18+00,0846,"Culbreath, Jonathan"
10630,Assault Simple,201900022783,700,"PROSPECT AVE, F",CPD,2019/08/12 11:30:15+00,0730,"Stein, Nathan"
10631,Assault Simple,201900022779,100,W MARKET ST,CPD,2019/08/12 09:58:39+00,0558,"Barbour, Tremaine"
10632,Assist Citizen - Mental/TDO/ECO,201900022778,500,CLEVELAND AVE,CPD,2019/08/12 09:09:00+00,0509,"Freivald, Jon"
10633,Larceny - From Motor Vehicle,201900022745,200,RIVERSIDE AVE,CPD,2019/08/11 20:00:36+00,1600,"Culbreath, Jonathan"
10634,Larceny - From Motor Vehicle,201900022736,300,MEADE AVE,CPD,2019/08/11 19:22:27+00,1522,"Trammell, Ryan"
10635,Larceny - From Motor Vehicle,201900022734,400,250 BYPASS,CPD,2019/08/11 18:41:19+00,1441,"Barbour, Tremaine"
10636,Lost/FoundProperty,201900022730,900,RUGBY RD,CPD,2019/08/11 17:56:22+00,1356,"Lucas, Todd"
10637,Vandalism,201900022724,500,"CLEVELAND AVE, A",CPD,2019/08/11 17:01:03+00,1301,"Stein, Nathan"
10638,Assault Simple,201900022679,100,W MARKET ST,CPD,2019/08/11 03:23:09+00,2323,"Belinski, Thomas"
10639,Assist Citizen - Mental/TDO/ECO,201900022676,200,14TH ST NW,CPD,2019/08/11 02:58:41+00,2258,"Reed, Patrick"
10640,Assault Simple,201900022646,1400,"BRIARCLIFF AVE, A",CPD,2019/08/10 22:00:50+00,1800,"FLURY, MICHAEL"
10641,Vandalism,201900022635,700,PROSPECT AVE,CPD,2019/08/10 20:29:03+00,1629,"Stein, Nathan"
10642,Fraud-credit card,201900022626,700,"PROSPECT AVE, C",CPD,2019/08/10 17:56:31+00,1356,"Stayments, Ronald "
10643,Death Investigation - DOA,201900022613,1700,"CEDAR HILL RD, B",CPD,2019/08/10 15:55:18+00,1155,"Bowers, Justin"
10644,Accident Property Damage,201900022612,1300,LONG ST,CPD,2019/08/10 15:00:33+00,1100,"Barbour, Tremaine"
10645,Hit and Run,201900022607,100,13TH ST NW,CPD,2019/08/10 14:15:29+00,1015,"Trammell, Ryan"
10646,Lost/FoundProperty,201900022597,200,W MAIN ST,CPD,2019/08/10 10:29:31+00,0629,"Trammell, Ryan"
10647,Assault Aggravated,201900022567,,RIVERSIDE AVE,CPD,2019/08/10 02:00:55+00,2200,"Morris, William "
10648,Motor Vehicle Theft,201900022559,100,GOODMAN ST,CPD,2019/08/10 01:22:49+00,2122,"Blackwell, Kyle"
10649,Assault Simple,201900022555,1300,E MARKET ST,CPD,2019/08/10 01:01:13+00,2101,"Freivald, Jon"
10650,Assist Citizen - Mental/TDO/ECO,201900022543,900,"1ST ST S, A",CPD,2019/08/09 23:34:16+00,1934,"Lee, Chandler"
10651,Larceny - All Other,201900022540,1100,"WERTLAND ST, 308",CPD,2019/08/09 23:02:05+00,1902,"Babij, Joshua"
10652,Suspicious Activity,201900022526,900,RAINIER RD,CPD,2019/08/09 19:31:32+00,1531,"Newton, Arla"
10653,Hit and Run,201900022522,200,2ND ST NW,CPD,2019/08/09 19:20:45+00,1520,"TRAVERS, JOSHUA"
10654,Vandalism,201900022496,300,6TH ST SW,CPD,2019/08/09 16:10:18+00,1210,"Culbreath, Jonathan"
10655,Larceny - All Other,201900022490,200,RIDGE ST,CPD,2019/08/09 15:31:31+00,1131,"Trammell, Ryan"
10656,Animal - Bite,201900022485,900,"2ND ST SE, 309",CPD,2019/08/09 15:15:29+00,1115,"Breeden, Casey"
10657,Hit and Run,201900022457,2100,BARRACKS RD,CPD,2019/08/09 07:00:51+00,0300,"HARPINE, MATTHEW"
10658,Problem Solving Project - PSP,201900022441,1200,EMMET ST N,CPD,2019/08/09 03:43:20+00,2343,"Adams, Jonathan"
10659,Larceny - All Other,201900022419,1500,VIRGINIA AVE,CPD,2019/08/08 23:05:01+00,1905,"Chan, William"
10660,Lost/FoundProperty,201900022411,600,E MARKET ST,CPD,2019/08/08 21:02:38+00,1702,"Raines, Christopher"
10661,Lost/FoundProperty,201900022387,400,E MAIN ST,CPD,2019/08/08 17:27:58+00,1327,"Newton, Arla"
10662,Larceny - From Motor Vehicle,201900022379,1400,GRADY AVE,CPD,2019/08/08 15:58:06+00,1158,"Thelen, Rebecca"
10663,Suspicious Activity,201900022372,700,STONEHENGE AVE,CPD,2019/08/08 14:39:45+00,1039,"Wright, Regine"
10664,Larceny - Shoplifitng,201900022373,900,EMMET ST N,CPD,2019/08/08 14:24:25+00,1024,"Trammell, Ryan"
10665,Larceny - From Motor Vehicle,201900022361,1100,SEMINOLE TRL,CPD,2019/08/08 13:20:04+00,0920,"Trammell, Ryan"
10666,Hit and Run,201900022359,1000,W MAIN ST,CPD,2019/08/08 13:00:39+00,0900,"Stayments, Ronald "
10667,Animal - Bite,201900022358,200,W SOUTH ST,CPD,2019/08/08 12:22:46+00,0822,"Breeden, Casey"
10668,Misc - Criminal Call,201900022328,600,E MARKET ST,CPD,2019/08/08 03:27:19+00,2327,"Pleasants, Bradley"
10669,Fraud-false pretense,201900022309,200,E MAIN ST,CPD,2019/08/08 00:48:47+00,2048,"Raines, Christopher"
10670,Assault Simple,201900022307,2300,FONTAINE AVE,CPD,2019/08/08 00:24:17+00,2024,"Chan, William"
10671,Family Offense - Non-Violent,201900022298,800,ORANGEDALE AVE,CPD,2019/08/07 22:57:52+00,1857,"Stein, Nathan"
10672,Hit and Run,201900022294,1100,EMMET ST N,CPD,2019/08/07 22:31:09+00,1831,"Burchardt, Rudy"
10673,Disorderly Conduct,201900022290,1500,UNIVERSITY AVE,CPD,2019/08/07 22:11:14+00,1811,"Chan, William"
10674,Lost/FoundProperty,201900022288,1800,MONTICELLO RD,CPD,2019/08/07 21:37:48+00,1737,"Huber, Christopher"
10675,Larceny - All Other,201900022248,2000,IVY RD,CPD,2019/08/07 15:46:18+00,1146,"Trammell, Ryan"
10676,Larceny - Shoplifitng,201900022241,1100,5TH ST SW,CPD,2019/08/07 14:16:41+00,1016,"TRAVERS, JOSHUA"
10677,Forgery/Counterfeiting,201900022232,1800,"EMMET ST N, 6A",CPD,2019/08/07 13:26:02+00,0926,"Thelen, Rebecca"
10678,Vandalism,201900022226,700,RIDGE ST,CPD,2019/08/07 13:03:30+00,0903,"Johnston, Ernest"
10679,Suspicious Activity,201900022199,2100,"ANGUS RD, 21",CPD,2019/08/07 02:14:03+00,2214,"Belinski, Thomas"
10680,Assist Citizen - Mental/TDO/ECO,201900022192,300,SPRUCE ST,CPD,2019/08/07 01:01:18+00,2101,"Sprouse, David"
10681,Hit and Run,201900022181,900,EMMET ST N,CPD,2019/08/06 23:09:40+00,1909,"Jaeger, Jeffrey"
10682,Larceny - From Motor Vehicle,201900022180,1100,MONTROSE AVE,CPD,2019/08/06 22:28:50+00,1828,"Wagner, Christopher "
10683,Suspicious Activity,201900022175,1600,RICKY RD,CPD,2019/08/06 22:17:24+00,1817,"Wagner, Christopher "
10684,Animal - Bite,201900022168,700,ORANGEDALE AVE,CPD,2019/08/06 21:45:28+00,1745,"Lee, Chandler"
10685,Sex Offense-forcible fondling,201900022166,800,E MARKET ST,CPD,2019/08/06 21:25:11+00,1725,"Chan, William"
10686,Larceny - Theft from Building,201900022164,2100,"ARLINGTON BLVD, T54",CPD,2019/08/06 20:45:24+00,1645,"Wagner, Christopher "
10687,Larceny - All Other,201900022149,1100,AVON ST,CPD,2019/08/06 19:05:50+00,1505,"KEPLINGER, CHRISTOPHER"
10688,Burglary,201900022137,800,"HARDY DR, D",CPD,2019/08/06 17:55:01+00,1355,"Johnston, Ernest"
10689,Larceny - All Other,201900022121,800,"W MAIN ST, 339",CPD,2019/08/06 15:26:40+00,1126,"Newton, Arla"
10690,Suspicious Activity,201900022120,900,HENRY AVE,CPD,2019/08/06 15:21:49+00,1121,"Hamill, Annmarie"
10691,Vandalism,201900022106,100,3RD ST SE,CPD,2019/08/06 12:45:26+00,0845,"Newton, Arla"
10692,Assist Agency - Backup/Assist,201900022102,100,"STEWART CIR, A",CPD,2019/08/06 11:52:17+00,0752,"FLURY, MICHAEL"
10693,Larceny - From Motor Vehicle,201900022088,1100,PRESTON AVE,CPD,2019/08/06 05:01:08+00,0101,"Blackwell, Kyle"
10694,Larceny - From Motor Vehicle,201900022076,300,11TH ST NW,CPD,2019/08/06 03:40:03+00,2340,"Blackwell, Kyle"
10695,Misc - Criminal Call,201900022032,400,E MAIN ST,CPD,2019/08/05 21:01:01+00,1701,"Wagner, Christopher "
10696,Assault Intimidation,201900022044,1600,AVON STREET EXT,CPD,2019/08/05 20:33:19+00,1633,"Sprouse, David"
10697,Robbery - Armed,201900022028,100,10 1/2 ST NW / PAGE ST,CPD,2019/08/05 20:08:02+00,1608,"Quinlan, Richard"
10698,Missing Person-juvenile,201900022027,500,CHERRY AVE,CPD,2019/08/05 20:05:38+00,1605,"Wagner, Christopher "
10699,Drug/Narcotics Violation,201900022026,3000,"CITY WALK WAY, 306",CPD,2019/08/05 19:09:51+00,1509,"Bowlin, Jacob"
10700,Misc - Criminal Call,201900022020,600,E MARKET ST,CPD,2019/08/05 18:22:46+00,1422,"Jones, Larry"
10701,Hit and Run,201900022018,1900,ARLINGTON BLVD,CPD,2019/08/05 17:57:11+00,1357,"Johnston, Ernest"
10702,Larceny - Theft from Building,201900022013,1000,EMMET ST N,CPD,2019/08/05 16:31:05+00,1231,"Johnston, Ernest"
10703,Hit and Run,201900022011,200,4TH ST NW,CPD,2019/08/05 16:23:27+00,1223,"Salyer, Jill"
10704,Larceny - Pocket Picking,201900022009,100,BURNET ST,CPD,2019/08/05 15:29:15+00,1129,"Bowlin, Jacob"
10705,Hit and Run,201900022006,300,MEADE AVE,CPD,2019/08/05 15:04:04+00,1104,"Newton, Arla"
10706,Vandalism,201900022003,1200,HARRIS ST,CPD,2019/08/05 14:14:17+00,1014,"Johnston, Ernest"
10707,Fraud-credit card,201900022001,1900,EMMET ST N,CPD,2019/08/05 14:06:44+00,1006,"Johnston, Ernest"
10708,Hit and Run,201900022000,200,W SOUTH ST,CPD,2019/08/05 13:53:44+00,0953,"Newton, Arla"
10709,Hit and Run,201900021997,300,6 1/2 ST SW,CPD,2019/08/05 13:24:23+00,0924,"Newton, Arla"
10710,Animal Complaint,201900021994,,5TH ST SW / BERRING ST,CPD,2019/08/05 12:34:15+00,0834,"Breeden, Casey"
10711,Burglary,201900021990,100,2ND ST NW,CPD,2019/08/05 12:09:46+00,0809,"Salyer, Jill"
10712,Suspicious Activity,201900021960,800,"CABELL AVE, B",CPD,2019/08/05 00:43:17+00,2043,"Jaeger, Jeffrey"
10713,Lost/FoundProperty,201900021956,800,"W MAIN ST, 100",CPD,2019/08/04 23:31:55+00,1931,"Quinlan, Richard"
10714,Hit and Run,201900021952,1000,LOCUST AVE,CPD,2019/08/04 22:07:55+00,1807,"Raines, Christopher"
10715,Assist Citizen - Mental/TDO/ECO,201900021941,300,SPRUCE ST,CPD,2019/08/04 20:43:15+00,1643,"Raines, Christopher"
10716,Assist Citizen - Mental/TDO/ECO,201900021937,1300,"CARLTON AVE, 110",CPD,2019/08/04 19:37:38+00,1537,"Sprouse, David"
10717,Larceny - All Other,201900021930,300,E MAIN ST,CPD,2019/08/04 17:43:18+00,1343,"Jones, Dwayne"
10718,Assist Citizen - Mental/TDO/ECO,201900021922,600,ELLIOTT AVE,CPD,2019/08/04 16:00:02+00,1200,"Holley, Barrett"
10719,Burglary,201900021919,800,2ND ST NE,CPD,2019/08/04 15:52:01+00,1152,"Shiflett, Tammy"
10720,Burglary,201900021918,600,W MAIN ST,CPD,2019/08/04 15:51:15+00,1151,"Salyer, Jill"
10721,Assist Citizen - Mental/TDO/ECO,201900021906,700,"PROSPECT AVE, C",CPD,2019/08/04 11:51:12+00,0751,"Bowlin, Jacob"
10722,Vandalism,201900021898,1100,LEONARD ST,CPD,2019/08/04 08:37:21+00,0437,"Zhang, Kai"
10723,Assault Simple,201900021889,100,5TH ST SE,CPD,2019/08/04 07:03:06+00,0303,"Bise, Collin"
10724,Drunkeness DIP,201900021887,1300,WERTLAND ST,CPD,2019/08/04 06:53:29+00,0253,"Jaeger, Jeffrey"
10725,Lost/FoundProperty,201900021885,800,PAGE ST,CPD,2019/08/04 06:38:18+00,0238,"McNerney, Todd"
10726,Warrant Service,201900021878,100,E MAIN ST,CPD,2019/08/04 06:12:06+00,0212,"Quinlan, Richard"
10727,Assault Simple,201900021874,,ELLIEWOOD AVE,CPD,2019/08/04 05:14:14+00,0114,
10728,Trespass,201900021862,200,RIVERSIDE AVE,CPD,2019/08/04 04:22:57+00,0022,"Bowers, Justin"
10729,Lost/FoundProperty,201900021848,600,E MARKET ST,CPD,2019/08/04 02:35:06+00,2235,"Woodzell, Logan"
10730,Assault Simple,201900021834,200,E MAIN ST,CPD,2019/08/03 22:58:18+00,1858,"Bowers, Justin"
10731,Lost/FoundProperty,201900021832,,HARRIS RD @ 5TH ST,CPD,2019/08/03 22:36:09+00,1836,"Raines, Christopher"
10732,Larceny - All Other,201900021821,1100,5TH ST SW,CPD,2019/08/03 20:07:37+00,1607,"Young, Steven"
10733,Suspicious Activity,201900021813,400,GARRETT ST,CPD,2019/08/03 19:39:59+00,1539,"Holley, Barrett"
10734,Comm Relations Initiative - CRI,201900021781,800,HARDY DR,CPD,2019/08/03 13:03:24+00,0903,"HARPINE, MATTHEW"
10735,Assault Simple,201900021779,,PRESTON AVE / ROSSER AVE E,CPD,2019/08/03 12:05:49+00,0805,"Thelen, Rebecca"
10736,Vandalism,201900021756,100,ELLIEWOOD AVE,CPD,2019/08/03 05:36:50+00,0136,"Stein, Nathan"
10737,Assist Citizen - Mental/TDO/ECO,201900021744,800,"W MAIN ST, 39-C",CPD,2019/08/03 03:22:34+00,2322,"Zhang, Kai"
10738,Hit and Run,201900021739,1300,CARLTON AVE,CPD,2019/08/03 02:54:46+00,2254,"FLURY, MICHAEL"
10739,Disorderly Conduct,201900021733,1400,AVON ST,CPD,2019/08/03 02:26:39+00,2226,"Bowers, Justin"
10740,Fraud-credit card,201900021747,1900,EMMET ST N,CPD,2019/08/03 01:24:40+00,2124,"Thelen, Rebecca"
10741,Burglary,201900021721,1400,"VINE ST, A",CPD,2019/08/02 23:57:16+00,1957,"Bowers, Justin"
10742,Lost/FoundProperty,201900021720,500,E MARKET ST,CPD,2019/08/02 23:13:27+00,1913,"Raines, Christopher"
10743,Robbery - Strong Arm,201900021714,600,E MARKET ST,CPD,2019/08/02 21:24:32+00,1724,"Jaeger, Jeffrey"
10744,Assist Citizen - Mental/TDO/ECO,201900021695,600,BOOKER ST,CPD,2019/08/02 20:54:41+00,1654,"Godfrey, Gregory "
10745,Fraud-impersonation,201900021694,900,MONTICELLO RD,CPD,2019/08/02 19:06:46+00,1506,"Newton, Arla"
10746,Assault Simple,201900021690,600,"9TH ST SW, A",CPD,2019/08/02 18:46:58+00,1446,"Holley, Barrett"
10747,Suspicious Activity,201900021682,100,NORTH BAKER ST,CPD,2019/08/02 17:27:25+00,1327,"TRAVERS, JOSHUA"
10748,Larceny - All Other,201900021676,1500,UNIVERSITY AVE,CPD,2019/08/02 17:02:05+00,1302,"Oberholzer, Robbie"
10749,Suspicious Activity,201900021680,1100,ST CLAIR AVE,CPD,2019/08/02 16:49:03+00,1249,"Trammell, Ryan"
10750,Vandalism,201900021674,1100,EMMET ST N,CPD,2019/08/02 16:38:17+00,1238,"Trammell, Ryan"
10751,Larceny - All Other,201900021661,400,OAKMONT ST,CPD,2019/08/02 15:26:15+00,1126,"Trammell, Ryan"
10752,Narcotics,201900021660,900,5TH ST SW,CPD,2019/08/02 15:24:02+00,1124,"HARPINE, MATTHEW"
10753,Larceny - From Motor Vehicle,201900021656,900,CHARLTON AVE,CPD,2019/08/02 13:54:42+00,0954,"Godfrey, Gregory "
10754,Drug/Narcotics Violation,201900021655,1000,W MAIN ST,CPD,2019/08/02 13:37:14+00,0937,"HARPINE, MATTHEW"
