RecordID_Int,ParcelNumber,Description,CardNumber,cvgiscityvw_OpenData_Parcels_AdditionsArea,StreetName,StreetNumber,Unit
23662,280104000,First Floor,,4608,E SOUTH ST,100,
23663,280104000,Second Floor,,4608,E SOUTH ST,100,
23664,280104000,Third Floor,,4608,E SOUTH ST,100,
23665,280104000,Basement,,4608,E SOUTH ST,100,
23666,280104000,First Floor,,1430,E SOUTH ST,100,
23667,280104000,Basement,,1430,E SOUTH ST,100,
23668,280105000,First Floor,,9658,2ND ST SE,310,
23669,280105000,Open Porch,,432,2ND ST SE,310,
23670,280111401,First Floor,,2060,GARRETT ST,200,401
23671,280111402,First Floor,,1242,GARRETT ST,200,402
23672,280111404,First Floor,,1228,GARRETT ST,200,404
23673,280111405,First Floor,,1160,GARRETT ST,200,405
23674,280111406,First Floor,,1242,GARRETT ST,200,406
23675,280111407,First Floor,,865,GARRETT ST,200,407
23676,280111409,First Floor,,876,GARRETT ST,200,409
23677,280111410,First Floor,,2510,GARRETT ST,200,410
23678,280111411,First Floor,,894,GARRETT ST,200,411
23679,280111412,First Floor,,2470,GARRETT ST,200,412
23680,280111414,First Floor,,1348,GARRETT ST,200,414
23681,280111415,First Floor,,1205,GARRETT ST,200,415
23682,280111501,First Floor,,2060,GARRETT ST,200,501
23683,280111502,First Floor,,1243,GARRETT ST,200,502
23684,280111504,First Floor,,1228,GARRETT ST,200,504
23685,280111505,First Floor,,1161,GARRETT ST,200,505
23686,280111507,First Floor,,865,GARRETT ST,200,507
23687,280111508,First Floor,,2502,GARRETT ST,200,508
23688,280111509,First Floor,,876,GARRETT ST,200,509
23689,280111510,First Floor,,1246,GARRETT ST,200,510
23690,280111511,First Floor,,894,GARRETT ST,200,511
23691,280111512,First Floor,,1250,GARRETT ST,200,512
23692,280111513,First Floor,,1159,GARRETT ST,200,513
23693,280111514,First Floor,,1321,GARRETT ST,200,514
23694,280111515,First Floor,,1206,GARRETT ST,200,515
23695,280111601,First Floor,,2070,GARRETT ST,200,601
23696,280111604,First Floor,,2475,GARRETT ST,200,604
23697,280111605,First Floor,,1176,GARRETT ST,200,605
23698,280111606,First Floor,,1240,GARRETT ST,200,606
23699,280111607,First Floor,,865,GARRETT ST,200,607
23700,280111609,First Floor,,876,GARRETT ST,200,609
23701,280111610,First Floor,,2492,GARRETT ST,200,610
23702,280111611,First Floor,,900,GARRETT ST,200,611
23703,280111612,First Floor,,2285,GARRETT ST,200,612
23704,280111614,First Floor,,1321,GARRETT ST,200,614
23705,280111615,First Floor,,1206,GARRETT ST,200,615
23706,280111A00,First Floor,,24000,GARRETT ST,126,
23707,280111AA0,First Floor,,1745,GARRETT ST,200,A
23708,280111B00,Office,,1589,GARRETT ST,200,B
23709,280111C00,First Floor,,1822,GARRETT ST,200,C
23710,280111D00,First Floor,,1496,GARRETT ST,200,D
23711,280111F00,First Floor,,8325,GARRETT ST,200,F
23712,280111H00,First Floor,,2230,GARRETT ST,200,H
23713,280111I00,First Floor,,2530,GARRETT ST,200,I
23714,280111J00,First Floor,,2540,GARRETT ST,200,J
23715,280111K00,First Floor,,1170,GARRETT ST,200,K
23716,280111L00,First Floor,,3173,GARRETT ST,200,L
23717,280111M00,First Floor,,7440,GARRETT ST,200,M
23718,280111O00,First Floor,,4350,GARRETT ST,200,O
23719,280111O00,First Floor,,4350,GARRETT ST,200,O
23720,280111P00,First Floor,,2520,GARRETT ST,200,P
23721,280111Q00,First Floor,,794,GARRETT ST,200,Q
23722,280111R00,First Floor,,1160,GARRETT ST,200,R
23723,280111S00,First Floor,,3605,GARRETT ST,200,S
23724,280112000,First Floor,,78620,GARRETT ST,400-426,
23725,280113000,First Floor,,9644,2ND ST SE,303-333,
23726,280113000,First Floor,,13332,2ND ST SE,303-333,
23727,280113000,Second Floor,,13332,2ND ST SE,303-333,
23728,280113000,Third Floor,,13332,2ND ST SE,303-333,
23729,280113001,Third Floor,,22368,2ND ST SE,323,
23730,280113001,Fifth Floor,,24782,2ND ST SE,323,
23731,280113001,First Floor,,25071,2ND ST SE,323,
23732,280113001,Second Floor,,25071,2ND ST SE,323,
23733,280113001,Fourth Floor,,25955,2ND ST SE,323,
23734,280113001,Sixth Floor,,24526,2ND ST SE,323,
23735,280113001,Seventh Floor,,24526,2ND ST SE,323,
23736,280113001,Eighth Floor,,24526,2ND ST SE,323,
23737,280113001,Ninth Floor,,24526,2ND ST SE,323,
23738,280128100,First Floor,,5619,MONTICELLO AVE,111,A1
23739,280128100,Second Floor,,5619,MONTICELLO AVE,111,A1
23740,280128100,Third Floor,,5619,MONTICELLO AVE,111,A1
23741,2801281A0,First Floor,,2392,MONTICELLO AVE,105,101
23742,2801281AA,First Floor,,32583,MONTICELLO AVE,111,A2
23743,280128200,First Floor,,33933,MONTICELLO AVE,111,1
23744,2801282A0,First Floor,,2840,MONTICELLO AVE,105,201
23745,2801282AA,First Floor,,32739,MONTICELLO AVE,111,2
23746,2801282AA,Basement,,32739,MONTICELLO AVE,111,2
23747,2801283A0,First Floor,,840,MONTICELLO AVE,105,301
23748,2801283B0,First Floor,,1107,MONTICELLO AVE,105,302
23749,2801283C0,First Floor,,727,MONTICELLO AVE,105,303
23750,2801283D0,First Floor,,936,MONTICELLO AVE,105,304
23751,2801284A0,First Floor,,1974,MONTICELLO AVE,105,401
23752,2801284B0,First Floor,,2107,MONTICELLO AVE,105,402
23753,280128A00,First Floor,,16318,GARRETT ST,120,
23754,280128A00,Third Floor,,24794,GARRETT ST,120,
23755,280128A00,Fourth Floor,,24794,GARRETT ST,120,
23756,280128A00,Fifth Floor,,24794,GARRETT ST,120,
23757,280128A00,Sixth Floor,,24794,GARRETT ST,120,
23758,280128A00,Seventh Floor,,24794,GARRETT ST,120,
23759,280128A00,Eighth Floor,,24794,GARRETT ST,120,
23760,280128A00,Basement Garage,,47638,GARRETT ST,120,
23761,280128A00,B/I Garage,,28216,GARRETT ST,120,
23762,280128B00,First Floor,,43500,2ND ST SE,455,
23763,280130000,First Floor,,17612,MONTICELLO AVE,201,
23764,280130000,Second Floor,,17612,MONTICELLO AVE,201,
23765,280130000,Third Floor,,17612,MONTICELLO AVE,201,
23766,280130000,Fourth Floor,,17612,MONTICELLO AVE,201,
23767,280130000,Canopy,,210,MONTICELLO AVE,201,
23768,280130000,Patio,,1598,MONTICELLO AVE,201,
23769,280130000,First Floor,,18432,MONTICELLO AVE,201,
23770,280130000,Second Floor,,18432,MONTICELLO AVE,201,
23771,280131000,First Floor,,5112,GARRETT ST,140,
23772,280131000,Basement,,5112,GARRETT ST,140,
23773,280131000,First Floor,,2295,GARRETT ST,140,
23774,280131000,Second Floor,,2295,GARRETT ST,140,
23775,280143000,First Floor,,1384,RIDGE ST,204,
23776,280143000,Open Porch,,480,RIDGE ST,204,
23777,280144000,First Floor,,2072,RIDGE ST,214,
23778,280144000,Second Floor,,916,RIDGE ST,214,
23779,280144000,Open Porch,,384,RIDGE ST,214,
23780,280146000,First Floor,,5198,RIDGE ST,218,
23781,280146000,Second Floor,,1122,RIDGE ST,218,
23782,280146000,Basement,,2240,RIDGE ST,218,
23783,280146000,Concrete Patio,,3000,RIDGE ST,218,
23784,280146000,First Floor,,18,RIDGE ST,218,
23785,280151000,First Floor,,1085,RIDGE ST,300,
23786,280151000,Open Porch,,66,RIDGE ST,300,
23787,280152000,First Floor,,1059,RIDGE ST,304-308,
23788,280152000,First Floor,,2404,RIDGE ST,304-308,
23789,280153000,First Floor,,836,RIDGE ST,400,
23790,280153000,Second Floor,,756,RIDGE ST,400,
23791,280153000,Basement,,964,RIDGE ST,400,
23792,280153000,Open Porch,,128,RIDGE ST,400,
23793,280153000,Open W/Cover 2/Sty,,144,RIDGE ST,400,
23794,280153100,First Floor,,4883,DICE ST,208,
23795,280154000,First Floor,,1333,RIDGE ST,406,
23796,280154000,Second Floor,,1333,RIDGE ST,406,
23797,280154000,Basement,,1333,RIDGE ST,406,
23798,280154000,Concrete Patio,,210,RIDGE ST,406,
23799,280154000,Open Porch,,137,RIDGE ST,406,
23800,280154000,Frame Enclosed 1/Sty,,210,RIDGE ST,406,
23801,280155000,First Floor,,1064,RIDGE ST,408,
23802,280155000,Second Floor,,1064,RIDGE ST,408,
23803,280155000,Basement,,1164,RIDGE ST,408,
23804,280155000,Concrete Patio,,90,RIDGE ST,408,
23805,280155000,Finished Attic,,1064,RIDGE ST,408,
23806,280155000,Open Porch,,398,RIDGE ST,408,
23807,280155000,Frame Enclosed 2/Sty,,190,RIDGE ST,408,
23808,280156000,First Floor,,2632,RIDGE ST,410,
23809,280156000,Open Porch,,357,RIDGE ST,410,
23810,280158000,First Floor,,1536,OAK ST,213,
23811,280158000,Deck,,344,OAK ST,213,
23812,280158000,Open Porch,,20,OAK ST,213,
23813,280158000,Unfinished Utility Area,,84,OAK ST,213,
23814,280159000,First Floor,,1211,OAKMONT ST,407,
23815,280159000,Canopy,,60,OAKMONT ST,407,
23816,280159000,Open Porch,,52,OAKMONT ST,407,
23817,280159000,Garage,,286,OAKMONT ST,407,
23818,280160000,First Floor,,1490,OAKMONT ST,405,
23819,280160000,Open Porch,,56,OAKMONT ST,405,
23820,280161000,First Floor,,1014,OAKMONT ST,401,
23821,280161000,Second Floor,,624,OAKMONT ST,401,
23822,280161000,Concrete Patio,,116,OAKMONT ST,401,
23823,280161000,Open Porch,,36,OAKMONT ST,401,
23824,280162000,First Floor,,624,DICE ST,210,
23825,280162000,Second Floor,,624,DICE ST,210,
23826,280162000,Concrete Patio,,116,DICE ST,210,
23827,280162000,Open Porch,,36,DICE ST,210,
23828,280162000,Garage,,299,DICE ST,210,
23829,280162000,Unfinished Utility Area,,91,DICE ST,210,
23830,280163000,First Floor,,1492,DICE ST,211,
23831,280163000,Open Porch,,60,DICE ST,211,
23832,280164000,First Floor,,1500,DICE ST,213,
23833,280164000,Concrete Patio,,336,DICE ST,213,
23834,280164000,Open Porch,,144,DICE ST,213,
23835,280165000,First Floor,,1492,DICE ST,215,
23836,280165000,Concrete Patio,,16,DICE ST,215,
23837,280165000,Open Porch,,60,DICE ST,215,
23838,280166000,First Floor,,1500,DICE ST,217,
23839,280166000,Open Porch,,102,DICE ST,217,
23840,280166000,Screened Porch,,144,DICE ST,217,
23841,280167000,First Floor,,1516,DICE ST,219,
23842,280167000,Canopy,,60,DICE ST,219,
23843,280167000,Screened Porch,,121,DICE ST,219,
23844,280168000,First Floor,,1211,DICE ST,221,
23845,280168000,Deck,,520,DICE ST,221,
23846,280168000,Open Porch,,72,DICE ST,221,
23847,280168000,Garage,,286,DICE ST,221,
23848,280169000,First Floor,,1260,DICE ST,223,
23849,280169000,Concrete Patio,,384,DICE ST,223,
23850,280169000,Open Porch,,32,DICE ST,223,
23851,280169000,Garage,,276,DICE ST,223,
23852,280169000,Unfinished Utility Area,,84,DICE ST,223,
23853,280170000,First Floor,,1536,DICE ST,225,
23854,280170000,Deck,,48,DICE ST,225,
23855,280170000,Open Porch,,16,DICE ST,225,
23856,280170000,Unfinished Utility Area,,84,DICE ST,225,
23857,280171000,First Floor,,923,DICE ST,227,
23858,280171000,Second Floor,,624,DICE ST,227,
23859,280171000,Canopy,,40,DICE ST,227,
23860,280171000,Deck,,388,DICE ST,227,
23861,280171000,Unfinished Utility Area,,91,DICE ST,227,
23862,280172000,First Floor,,672,DICE ST,229,
23863,280172000,Second Floor,,672,DICE ST,229,
23864,280172000,Concrete Patio,,100,DICE ST,229,
23865,280172000,Open Porch,,40,DICE ST,229,
23866,280172000,Garage,,240,DICE ST,229,
23867,280172000,Unfinished Utility Area,,80,DICE ST,229,
23868,280173000,First Floor,,1316,DICE ST,218,
23869,280173000,Canopy,,28,DICE ST,218,
23870,280173000,Concrete Patio,,32,DICE ST,218,
23871,280173000,Garage,,252,DICE ST,218,
23872,280174000,First Floor,,1232,OAKMONT ST,400,
23873,280174000,Canopy,,16,OAKMONT ST,400,
23874,280174000,Concrete Patio,,16,OAKMONT ST,400,
23875,280174000,Garage,,264,OAKMONT ST,400,
23876,280175000,First Floor,,1496,OAKMONT ST,404,
23877,280175000,Canopy,,16,OAKMONT ST,404,
23878,280175000,Concrete Patio,,20,OAKMONT ST,404,
23879,280176000,First Floor,,1206,OAKMONT ST,406,
23880,280176000,Canopy,,60,OAKMONT ST,406,
23881,280176000,Concrete Patio,,196,OAKMONT ST,406,
23882,280176000,Garage,,264,OAKMONT ST,406,
23883,280177000,First Floor,,1260,OAK ST,217,
23884,280177000,Canopy,,16,OAK ST,217,
23885,280177000,Open Porch,,16,OAK ST,217,
23886,280177000,Garage,,299,OAK ST,217,
23887,280177000,Unfinished Utility Area,,91,OAK ST,217,
23888,280200000,First Floor,,603,1ST ST S,618,
23889,280200000,Second Floor,,567,1ST ST S,618,
23890,280200000,Deck,,78,1ST ST S,618,
23891,280200000,Open Porch,,90,1ST ST S,618,
23892,280201000,First Floor,,907,1ST ST S,620,
23893,280201000,Second Floor,,741,1ST ST S,620,
23894,280201000,Deck,,160,1ST ST S,620,
23895,280201000,Open Porch,,126,1ST ST S,620,
23896,280201000,Open W/Cover 2/Sty,,78,1ST ST S,620,
23897,280202000,First Floor,,923,1ST ST S,624,
23898,280202000,Stoop,,24,1ST ST S,624,
23899,280203000,First Floor,,835,1ST ST S,702,
23900,280203000,Second Floor,,805,1ST ST S,702,
23901,280203000,Deck,,222,1ST ST S,702,
23902,280203000,Open Porch,,292,1ST ST S,702,
23903,280204000,First Floor,,1200,OAK ST,105,
23904,280204000,Deck,,105,OAK ST,105,
23905,280204000,Open Porch,,175,OAK ST,105,
23906,280208000,First Floor,,15000,ELLIOTT AVE,201-239,
23907,280208100,First Floor,,12824,2ND ST SE,522,
23908,280208100,Basement,,10000,2ND ST SE,522,
23909,280218000,First Floor,,68024,1ST ST S,500,
23910,280244000,First Floor,,6579,4TH ST SE,310-322,
23911,280245000,First Floor,,8475,GARRETT ST,505,
23912,280245000,First Floor,,8900,GARRETT ST,505,
23913,290001000,First Floor,,4167,W MAIN ST,632,
23914,290001000,Open Porch,,79,W MAIN ST,632,
23915,290002000,First Floor,,2500,W MAIN ST,620-624,
23916,290002000,Second Floor,,2500,W MAIN ST,620-624,
23917,290002000,Basement,,2500,W MAIN ST,620-624,
23918,290002L00,First Floor,,2500,W MAIN ST,620-622,
23919,290002L00,Second Floor,,2500,W MAIN ST,620-622,
23920,290002L00,Basement,,2500,W MAIN ST,620-622,
23921,290003000,First Floor,,5751,W MAIN ST,602-616,
23922,290006000,First Floor,,-494,W MAIN ST,600,
23923,290006000,First Floor,,858,W MAIN ST,600,
23924,290007000,First Floor,,1260,W MAIN ST,598-608,
23925,290007000,Second Floor,,1260,W MAIN ST,598-608,
23926,290007000,First Floor,,546,W MAIN ST,598-608,
23927,290007000,First Floor,,858,W MAIN ST,598-608,
23928,290007000,Second Floor,,858,W MAIN ST,598-608,
23929,290007000,First Floor,,364,W MAIN ST,598-608,
23930,290007000,First Floor,,8502,W MAIN ST,598-608,
23931,290007000,Second Floor,,8720,W MAIN ST,598-608,
23932,290007000,Third Floor,,8720,W MAIN ST,598-608,
23933,290007000,Fourth Floor,,8542,W MAIN ST,598-608,
23934,290007000,Fifth Floor,,8526,W MAIN ST,598-608,
23935,290007000,Sixth Floor,,8355,W MAIN ST,598-608,
23936,290007000,Basement Garage,,1309,W MAIN ST,598-608,
23937,290007000,Deck,,384,W MAIN ST,598-608,
23938,290007000,Basement Garage,,9837,W MAIN ST,598-608,
23939,290010000,First Floor,,3268,W MAIN ST,500-502,
23940,290010000,First Floor,,1523,W MAIN ST,500-502,
23941,290010000,Second Floor,,1523,W MAIN ST,500-502,
23942,290010000,Third Floor,,1523,W MAIN ST,500-502,
23943,290011000,First Floor,,2496,W MAIN ST,420,
23944,290012000,First Floor,,11691,W MAIN ST,416-418,
23945,290013000,First Floor,,1200,W MAIN ST,408,
23946,290014000,First Floor,,480,W MAIN ST,406,
23947,290014000,Second Floor,,480,W MAIN ST,406,
23948,290014000,First Floor,,432,W MAIN ST,406,
23949,290017000,First Floor,,13455,W MAIN ST,324-326,
23950,290018000,First Floor,,924,W MAIN ST,320,
23951,290018000,Second Floor,,924,W MAIN ST,320,
23952,290018000,Open Porch,,66,W MAIN ST,320,
23953,290018000,First Floor,,905,W MAIN ST,320,
23954,290020000,First Floor,,4304,RIDGE ST,105,
23955,290020000,Basement,,4304,RIDGE ST,105,
23956,290021000,First Floor,,4964,W MAIN ST,302-304,
23957,290021000,First Floor,,2647,W MAIN ST,302-304,
23958,290021100,First Floor,,4092,W MAIN ST,300,
23959,290021100,Second Floor,,4092,W MAIN ST,300,
23960,290021100,Third Floor,,4092,W MAIN ST,300,
23961,290021100,First Floor,,840,W MAIN ST,300,
23962,290021100,Second Floor,,840,W MAIN ST,300,
23963,290022000,First Floor,,17080,RIDGE ST,203,
23964,290022000,First Floor,,525,RIDGE ST,203,
23965,290029000,First Floor,,4727,RIDGE ST,211,
23966,290029000,First Floor,,19980,RIDGE ST,211,
23967,290029000,First Floor,,5801,RIDGE ST,211,
23968,290030000,First Floor,,32816,RIDGE ST,307,
23969,290030000,First Floor,,7624,RIDGE ST,307,
23970,290034000,First Floor,,894,DICE ST,405,
23971,290034000,Second Floor,,894,DICE ST,405,
23972,290034000,Deck,,240,DICE ST,405,
23973,290034000,Open Porch,,392,DICE ST,405,
23974,290035000,First Floor,,780,DICE ST,409,
23975,290035000,Second Floor,,888,DICE ST,409,
23976,290035000,Basement,,456,DICE ST,409,
23977,290035000,Finished Enclosed Porch,,144,DICE ST,409,
23978,290035000,Open Porch,,184,DICE ST,409,
23979,290037000,First Floor,,660,4TH ST SW,233,
23980,290037000,Second Floor,,820,4TH ST SW,233,
23981,290037000,Basement,,576,4TH ST SW,233,
23982,290037000,Open Porch,,126,4TH ST SW,233,
23983,290037000,Screened Porch,,160,4TH ST SW,233,
23984,290038000,First Floor,,880,4TH ST SW,231,
23985,290038000,Second Floor,,880,4TH ST SW,231,
23986,290038000,Deck,,218,4TH ST SW,231,
23987,290038000,Open Porch,,105,4TH ST SW,231,
23988,290038000,First Floor,,320,4TH ST SW,231,
23989,290038000,Second Floor,,320,4TH ST SW,231,
23990,290039000,First Floor,,748,4TH ST SW,229,
23991,290039000,Frame Enclosed 1/Sty,,66,4TH ST SW,229,
23992,290040000,First Floor,,720,4TH ST SW,227,
23993,290040000,Deck,,80,4TH ST SW,227,
23994,290040000,Stoop,,40,4TH ST SW,227,
23995,290041000,First Floor,,663,4TH ST SW,225,
23996,290041000,Second Floor,,663,4TH ST SW,225,
23997,290041000,Deck,,150,4TH ST SW,225,
23998,290041000,Open Porch,,98,4TH ST SW,225,
23999,290042000,First Floor,,852,4TH ST SW,223,
24000,290042000,Concrete Patio,,24,4TH ST SW,223,
24001,290042000,Deck,,124,4TH ST SW,223,
24002,290042000,Finished Half-Story,,368,4TH ST SW,223,
24003,290042000,Open Porch,,90,4TH ST SW,223,
24004,290042000,First Floor,,384,4TH ST SW,223,
24005,290042000,Deck,,117,4TH ST SW,223,
24006,290042000,Open Porch,,52,4TH ST SW,223,
24007,290049000,First Floor,,1030,5TH ST SW,202,
24008,290051000,First Floor,,988,5TH ST SW,210,
24009,290051000,Finished Half-Story,,988,5TH ST SW,210,
24010,290051000,Open Porch,,138,5TH ST SW,210,
24011,290051000,Screened Porch,,126,5TH ST SW,210,
24012,290052000,First Floor,,746,5TH ST SW,206,
24013,290052000,Second Floor,,498,5TH ST SW,206,
24014,290052000,Open Porch,,119,5TH ST SW,206,
24015,290052101,First Floor,,768,5TH ST SW,206,A
24016,290052101,Second Floor,,448,5TH ST SW,206,A
24017,290052101,Canopy,,25,5TH ST SW,206,A
24018,290052101,Concrete Patio,,192,5TH ST SW,206,A
24019,290052101,Open W/Cover 2/Sty,,48,5TH ST SW,206,A
24020,290052102,First Floor,,768,5TH ST SW,206,B
24021,290052102,Second Floor,,448,5TH ST SW,206,B
24022,290052102,Canopy,,88,5TH ST SW,206,B
24023,290052102,Concrete Patio,,218,5TH ST SW,206,B
24024,290052102,Deck,,32,5TH ST SW,206,B
24025,290052102,Stoop,,14,5TH ST SW,206,B
24026,290052103,First Floor,,472,5TH ST SW,206,C
24027,290052103,Second Floor,,472,5TH ST SW,206,C
24028,290052103,Deck,,35,5TH ST SW,206,C
24029,290052103,Open Porch,,64,5TH ST SW,206,C
24030,290052103,Stoop,,16,5TH ST SW,206,C
24031,290052104,First Floor,,472,5TH ST SW,206,D
24032,290052104,Second Floor,,472,5TH ST SW,206,D
24033,290052104,Concrete Patio,,60,5TH ST SW,206,D
24034,290052104,Open Porch,,64,5TH ST SW,206,D
24035,290052104,Stoop,,16,5TH ST SW,206,D
24036,290052105,First Floor,,914,5TH ST SW,206,E
24037,290052105,Second Floor,,512,5TH ST SW,206,E
24038,290052105,Deck,,78,5TH ST SW,206,E
24039,290052105,Open Porch,,60,5TH ST SW,206,E
24040,290052106,First Floor,,914,5TH ST SW,206,F
24041,290052106,Second Floor,,512,5TH ST SW,206,F
24042,290052106,Deck,,76,5TH ST SW,206,F
24043,290052106,Open Porch,,48,5TH ST SW,206,F
24044,290055000,First Floor,,7464,5TH ST SW,212,
24045,290056000,First Floor,,730,5TH ST SW,214,
24046,290056000,Second Floor,,709,5TH ST SW,214,
24047,290056000,Concrete Patio,,108,5TH ST SW,214,
24048,290056000,Open Porch,,75,5TH ST SW,214,
24049,290057000,First Floor,,960,5TH ST SW,218,
24050,290057000,Second Floor,,960,5TH ST SW,218,
24051,290057000,Basement,,448,5TH ST SW,218,
24052,290057000,Open Porch,,245,5TH ST SW,218,
24053,290057000,Unfinished Utility Area,,64,5TH ST SW,218,
24054,290058000,First Floor,,1331,5TH ST SW,220,
24055,290058000,Second Floor,,1160,5TH ST SW,220,
24056,290058000,Cellar,,204,5TH ST SW,220,
24057,290058000,Finished Attic,,1160,5TH ST SW,220,
24058,290058000,Open Porch,,210,5TH ST SW,220,
24059,290059000,First Floor,,932,DICE ST,412-1/2,
24060,290059000,Second Floor,,732,DICE ST,412-1/2,
24061,290059000,Basement,,200,DICE ST,412-1/2,
24062,290059000,Canopy,,51,DICE ST,412-1/2,
24063,290059000,Deck,,171,DICE ST,412-1/2,
24064,290060000,First Floor,,1582,DICE ST,413,
24065,290060000,Second Floor,,1186,DICE ST,413,
24066,290060000,Basement,,912,DICE ST,413,
24067,290060000,Concrete Patio,,225,DICE ST,413,
24068,290060000,Open Porch,,192,DICE ST,413,
24069,290060000,Screened Porch,,180,DICE ST,413,
24070,290061000,First Floor,,528,5TH ST SW,224,
24071,290061000,Second Floor,,528,5TH ST SW,224,
24072,290061000,Basement,,528,5TH ST SW,224,
24073,290061000,Open Porch,,170,5TH ST SW,224,
24074,290061000,Frame Enclosed 1/Sty,,70,5TH ST SW,224,
24075,290062000,First Floor,,562,5TH ST SW,222,
24076,290062000,Second Floor,,673,5TH ST SW,222,
24077,290062000,Open Porch,,63,5TH ST SW,222,
24078,290063000,First Floor,,1052,5TH ST SW,223,
24079,290063000,Basement,,1052,5TH ST SW,223,
24080,290063000,Deck,,145,5TH ST SW,223,
24081,290063000,Open Porch,,64,5TH ST SW,223,
24082,290063000,Vaulted Ceiling,,250,5TH ST SW,223,
24083,290063100,First Floor,,800,DICE ST,587,
24084,290063100,Second Floor,,800,DICE ST,587,
24085,290063100,Basement,,800,DICE ST,587,
24086,290063100,Deck,,32,DICE ST,587,
24087,290063100,Open Porch,,85,DICE ST,587,
24088,290064000,First Floor,,764,5TH ST SW,221,
24089,290064000,Second Floor,,638,5TH ST SW,221,
24090,290064000,Deck,,288,5TH ST SW,221,
24091,290064000,Open Porch,,222,5TH ST SW,221,
24092,290064000,Stoop,,16,5TH ST SW,221,
24093,290065000,First Floor,,740,5TH ST SW,219,
24094,290065000,Second Floor,,644,5TH ST SW,219,
24095,290065000,Basement,,276,5TH ST SW,219,
24096,290065000,Open Porch,,126,5TH ST SW,219,
24097,290066000,First Floor,,840,5TH ST SW,217,
24098,290066000,Second Floor,,840,5TH ST SW,217,
24099,290066000,Frame Enclosed 1/Sty,,95,5TH ST SW,217,
24100,290066000,Open W/Cover 2/Sty,,84,5TH ST SW,217,
24101,290066000,First Floor,,864,5TH ST SW,217,
24102,290066000,Open Porch,,48,5TH ST SW,217,
24103,290066000,First Floor,,784,5TH ST SW,217,
24104,290066000,Basement,,336,5TH ST SW,217,
24105,290066000,Canopy,,16,5TH ST SW,217,
24106,290066000,Open Porch,,48,5TH ST SW,217,
24107,290067100,First Floor,,1122,5TH ST SW,215,100
24108,290067100,Second Floor,,1140,5TH ST SW,215,100
24109,2900671A0,First Floor,,1107,5TH ST SW,215,1A
24110,2900671B0,First Floor,,1107,5TH ST SW,215,1B
24111,2900671C0,First Floor,,1102,5TH ST SW,215,1C
24112,2900671D0,First Floor,,855,5TH ST SW,215,1D
24113,2900672A0,First Floor,,1107,5TH ST SW,215,2A
24114,2900672B0,First Floor,,1107,5TH ST SW,215,2B
24115,2900672C0,First Floor,,1093,5TH ST SW,215,2C
24116,2900672D0,First Floor,,855,5TH ST SW,215,2D
24117,2900673A0,First Floor,,1107,5TH ST SW,215,3A
24118,2900673B0,First Floor,,1107,5TH ST SW,215,3B
24119,2900673C0,First Floor,,1093,5TH ST SW,215,3C
24120,2900673D0,First Floor,,855,5TH ST SW,215,3D
24121,290068101,First Floor,,920,5TH ST SW,211,101
24122,290068101,Second Floor,,512,5TH ST SW,211,101
24123,290068101,Deck,,142,5TH ST SW,211,101
24124,290068101,Open Porch,,44,5TH ST SW,211,101
24125,290068101,Pergola,,12,5TH ST SW,211,101
24126,290068102,First Floor,,920,5TH ST SW,211,102
24127,290068102,Second Floor,,512,5TH ST SW,211,102
24128,290068102,Deck,,123,5TH ST SW,211,102
24129,290068102,Open Porch,,52,5TH ST SW,211,102
24130,290068102,Pergola,,12,5TH ST SW,211,102
24131,290068103,First Floor,,472,5TH ST SW,211,103
24132,290068103,Second Floor,,472,5TH ST SW,211,103
24133,290068103,Concrete Patio,,110,5TH ST SW,211,103
24134,290068103,Open Porch,,48,5TH ST SW,211,103
24135,290068103,Pergola,,16,5TH ST SW,211,103
24136,290068104,First Floor,,472,5TH ST SW,211,104
24137,290068104,Second Floor,,472,5TH ST SW,211,104
24138,290068104,Concrete Patio,,110,5TH ST SW,211,104
24139,290068104,Open Porch,,48,5TH ST SW,211,104
24140,290068104,Pergola,,16,5TH ST SW,211,104
24141,290068105,First Floor,,772,5TH ST SW,211,105
24142,290068105,Second Floor,,448,5TH ST SW,211,105
24143,290068105,Concrete Patio,,81,5TH ST SW,211,105
24144,290068105,Deck,,12,5TH ST SW,211,105
24145,290068105,Open Porch,,36,5TH ST SW,211,105
24146,290068105,Pergola,,12,5TH ST SW,211,105
24147,290068106,First Floor,,832,5TH ST SW,211,106
24148,290068106,Second Floor,,448,5TH ST SW,211,106
24149,290068106,Concrete Patio,,96,5TH ST SW,211,106
24150,290068106,Deck,,12,5TH ST SW,211,106
24151,290068106,Open Porch,,36,5TH ST SW,211,106
24152,290068106,Pergola,,12,5TH ST SW,211,106
24153,290069000,First Floor,,1224,5TH ST SW,205,
24154,290069000,Second Floor,,1154,5TH ST SW,205,
24155,290069000,Open Porch,,210,5TH ST SW,205,
24156,290071000,First Floor,,600,7TH ST SW,202,
24157,290073000,First Floor,,1080,7TH ST SW,204,
24158,290074000,First Floor,,612,7TH ST SW,208,
24159,290074000,Open Porch,,140,7TH ST SW,208,
24160,290074000,First Floor,,240,7TH ST SW,208,
24161,290076000,First Floor,,1193,DELEVAN ST,613,
24162,290076000,Second Floor,,810,DELEVAN ST,613,
24163,290079000,First Floor,,624,DELEVAN ST,600,
24164,290079000,Open Porch,,132,DELEVAN ST,600,
24165,290080000,First Floor,,864,DELEVAN ST,606,
