X,Y,OBJECTID,geo_MAT_Status,geo_MAT_ST_NUMBER,geo_MAT_PREDIR,geo_MAT_ST_NAME,geo_MAT_SUFFIX,geo_MAT_POSTDIR,centroid_BUILD_STREET,unit,address,geo_MAT_MasterAddressID
-78.5064081727118,38.0497608541178,10486242,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,223,2101 ARLINGTON BLVD #223,96719
-78.4643685314685,38.0297514876992,10486243,,439, ,FAIRWAY,AVE, ,FAIRWAY AVE,,439 FAIRWAY AVE,96720
-78.4637311702641,38.0292224806235,10486244,,431, ,FAIRWAY,AVE, ,FAIRWAY AVE,,431 FAIRWAY AVE,96721
-78.4780932748794,38.0295412314058,10486245,,520,E,MAIN,ST, ,E MAIN ST,10,520 E MAIN ST #10,96722
-78.4804198187323,38.0307665635611,10486246,,201,E,MAIN,ST, ,E MAIN ST,D,201 E MAIN ST #D,96723
-78.4816802603006,38.0301371617385,10486247,,103,E,WATER,ST, ,E WATER ST,202,103 E WATER ST #202,96724
-78.4634679266693,38.0290042366926,10486248,,418, ,ARBOR,CIR, ,ARBOR CIR,,418 ARBOR CIR,96725
-78.4680241081843,38.0287794372634,10486249,,306, ,12TH,ST,NE,12TH ST NE,,306 12TH ST NE,96726
-78.4904761235584,38.0183112509535,10486250,,154, ,BAYLOR,LN, ,BAYLOR LN,,154 BAYLOR LN,96727
-78.4799838732516,38.0245719426672,10486251,,608, ,MONTICELLO,AVE, ,MONTICELLO AVE,,608 MONTICELLO AVE,96729
-78.4782563339098,38.0407681000084,10486252,,1726, ,ALLIED,ST, ,ALLIED ST,,1726 ALLIED ST,96730
-78.4604690308816,38.0417844645914,10486253,,1033, ,MARTIN,ST, ,MARTIN ST,,1033 MARTIN ST,96731
-78.4879142489817,38.0456231814009,10486254,,1600, ,RUGBY,AVE, ,RUGBY AVE,,1600 RUGBY AVE,96732
-78.4947900808799,38.0257743585885,10486255,,613, ,7 1/2,ST,SW,7 1/2 ST SW,A,613 7 1/2 ST SW #A,96733
-78.4752918728962,38.0326775165592,10486256,,701, ,MAPLE,ST, ,MAPLE ST,,701 MAPLE ST,96734
-78.4769773325905,38.0323263469104,10486257,,409, ,PARK,ST, ,PARK ST,,409 PARK ST,96735
-78.5038690912317,38.0166575073256,10486258,,125, ,LODGE CREEK,CIR, ,LODGE CREEK CIR,,125 LODGE CREEK CIR,96736
-78.4957394262232,38.060009381128,10486259,,2118, ,ANGUS,RD, ,ANGUS RD,13,2118 ANGUS RD #13,96390
-78.4710453820226,38.0281457311785,10486260,,1117,E,MARKET,ST, ,E MARKET ST,D,1117 E MARKET ST #D,96391
-78.4861885885826,38.0171480211655,10486261,,1600, ,6TH,ST,SE,6TH ST SE,2,1600 6TH ST SE #2,96392
-78.5175150376636,38.0196985991486,10486262,,218, ,SUNSET,AVE, ,SUNSET AVE,A,218 SUNSET AVE #A,96393
-78.509728587413,38.0318328535982,10486263,,114, ,STADIUM,RD, ,STADIUM RD,11,114 STADIUM RD #11,96394
-78.4974754352739,38.0403615436205,10486264,,1500, ,GRADY,AVE, ,GRADY AVE,7,1500 GRADY AVE #7,96395
-78.4941342391449,38.0240435553671,10486265,,742, ,PROSPECT,AVE, ,PROSPECT AVE,D,742 PROSPECT AVE #D,96396
-78.5027902610869,38.0312024654494,10486266,,420, ,MONROE,LN, ,MONROE LN,5,420 MONROE LN #5,96397
-78.4864308368664,38.0215858279581,10486267,,932, ,1ST,ST,S,1ST ST S,B,932 1ST ST S #B,96746
-78.4796927180625,38.0154250171331,10486268,,219, ,PALATINE,AVE, ,PALATINE AVE,,219 PALATINE AVE,96747
-78.5103589899849,38.0141387733655,10486269,,101, ,HILTON,DR, ,HILTON DR,,101 HILTON DR,96748
-78.5059060857214,38.0237870875947,10486270,,1532, ,CHERRY,AVE, ,CHERRY AVE,B,1532 CHERRY AVE #B,96750
-78.4879306615919,38.041987360234,10486271,,1609, ,MADISON,AVE, ,MADISON AVE,A,1609 MADISON AVE #A,96751
-78.4771880102563,38.0236595751908,10486272,,803, ,MONTICELLO,AVE, ,MONTICELLO AVE,B,803 MONTICELLO AVE #B,96752
-78.4832635307982,38.0269312769625,10486273,,500, ,1ST,ST,S,1ST ST S,809,500 1ST ST S #809,96753
-78.499431529471,38.0357429538509,10486274,,218, ,15TH,ST,NW,15TH ST NW,104,218 15TH ST NW #104,96754
-78.4604974843096,38.0250579973504,10486275,,1509, ,CHESAPEAKE,ST, ,CHESAPEAKE ST,,1509 CHESAPEAKE ST,96755
-78.4947970656255,38.0209374526096,10486276,,999, ,5TH,ST,SW,5TH ST SW,,999 5TH ST SW,96756
-78.4997882754839,38.0151688655601,10486277,,158, ,OLD FIFTH,CIR, ,OLD FIFTH CIR,,158 OLD FIFTH CIR,96757
-78.5002730326458,38.0155595363357,10486278,,127, ,OLD FIFTH,CIR, ,OLD FIFTH CIR,,127 OLD FIFTH CIR,96758
-78.5016548993768,38.0267553629592,10486279,,1347, ,FRANCIS FIFE,WAY, ,FRANCIS FIFE WAY,,1347 FRANCIS FIFE WAY,96759
-78.4888306713505,38.0293057173818,10486280,,221, ,5TH,ST,SW,5TH ST SW,,221 5TH ST SW,96760
-78.4837175512169,38.0495147115873,10486281,,1504, ,GREENLEAF,LN, ,GREENLEAF LN,,1504 GREENLEAF LN,96761
-78.4841633238429,38.0547680364618,10486282,,1562, ,DAIRY,RD, ,DAIRY RD,,1562 DAIRY RD,96762
-78.4883034326281,38.0308101799126,10486283,,600,W,MAIN,ST, ,W MAIN ST,604,600 W MAIN ST #604,106042
-78.4883034326281,38.0308101799126,10486284,,600,W,MAIN,ST, ,W MAIN ST, ,600 W MAIN ST,105992
-78.4883034326281,38.0308101799126,10486285,,600,W,MAIN,ST, ,W MAIN ST,603,600 W MAIN ST #603,106041
-78.4883034326281,38.0308101799126,10486286,,600,W,MAIN,ST, ,W MAIN ST,602,600 W MAIN ST #602,106040
-78.4883034326281,38.0308101799126,10486287,,600,W,MAIN,ST, ,W MAIN ST,601,600 W MAIN ST #601,106039
-78.4832635307982,38.0269312769625,10486288,,500, ,1ST,ST,S,1ST ST S,202,500 1ST ST S #202,101937
-78.4903138113468,38.0305687492809,10486289,,715, ,WALKER,SQ, ,WALKER SQ,1C,715 WALKER SQ #1C,101938
-78.4966488176041,38.0185173012702,10486290,,1051, ,5TH,ST,SW,5TH ST SW,,1051 5TH ST SW,101939
-78.4969664038535,38.0183949939313,10486291,,1055, ,5TH,ST,SW,5TH ST SW,,1055 5TH ST SW,101940
-78.4970267478313,38.0181983610825,10486292,,1059, ,5TH,ST,SW,5TH ST SW,,1059 5TH ST SW,101941
-78.4877687273108,38.0288905566119,10486293,,233, ,4TH,ST,SW,4TH ST SW,,233 4TH ST SW,101942
-78.4885364727015,38.028712849945,10486294,,416, ,DICE,ST, ,DICE ST,,416 DICE ST,101943
-78.4902850224506,38.0285881265892,10486295,,321, ,6TH,ST,SW,6TH ST SW,,321 6TH ST SW,101944
-78.480073210207,38.019456107871,10486296,,804, ,ALTAVISTA,AVE, ,ALTAVISTA AVE,,804 ALTAVISTA AVE,101945
-78.4679565942684,38.0368715828927,10486297,,843, ,LOCUST,AVE, ,LOCUST AVE,,843 LOCUST AVE,101946
-78.4829037453677,38.0160372676899,10486298,,1618,,RIALTO,ST,,RIALTO ST,,1618 RIALTO ST,106395
-78.4645485576637,38.0359907283462,10486299,,1206, ,MOWBRAY,PL, ,MOWBRAY PL,,1206 MOWBRAY PL,101948
-78.4686919503083,38.0351862092679,10486300,,734, ,LOCUST,AVE, ,LOCUST AVE,,734 LOCUST AVE,101949
-78.4603328955911,38.0249951543303,10486301,,1511, ,CHESAPEAKE,ST, ,CHESAPEAKE ST,,1511 CHESAPEAKE ST,101950
-78.4872954613395,38.0379420068113,10486302,,714, ,ROSE HILL,DR, ,ROSE HILL DR,,714 ROSE HILL DR,101951
-78.4874640803231,38.0378546524416,10486303,,706, ,ROSE HILL,DR, ,ROSE HILL DR,,706 ROSE HILL DR,101952
-78.4590827200152,38.0228252421899,10486304,,1710,E,MARKET,ST, ,E MARKET ST,,1710 E MARKET ST,101953
-78.4829531578161,38.0159568641521,10486305,,1620,,RIALTO,ST,,RIALTO ST,,1620 RIALTO ST,106396
-78.5152400530968,38.0392002041959,10486306,,319, ,ALDERMAN,RD, ,ALDERMAN RD,,319 ALDERMAN RD,101954
-78.5146921914966,38.0391671202711,10486307,,312, ,ALDERMAN,RD, ,ALDERMAN RD,,312 ALDERMAN RD,101955
-78.5149187686565,38.0389057892121,10486308,,316, ,ALDERMAN,RD, ,ALDERMAN RD,,316 ALDERMAN RD,101956
-78.499063142082,38.0385489356361,10486309,,1513, ,VIRGINIA,AVE, ,VIRGINIA AVE,1,1513 VIRGINIA AVE #1,101957
-78.4845959873541,38.0481269599297,10486310,,1312, ,OXFORD,PL, ,OXFORD PL,,1312 OXFORD PL,101958
-78.4811835441865,38.0478010133491,10486311,,1441, ,PLYMOUTH,RD, ,PLYMOUTH RD,,1441 PLYMOUTH RD,101959
-78.4962111917664,38.0218992536595,10486312,,790, ,PROSPECT,AVE, ,PROSPECT AVE,,790 PROSPECT AVE,101960
-78.4844432036229,38.0473399770493,10486313,,1509, ,OXFORD,RD, ,OXFORD RD,,1509 OXFORD RD,101961
-78.4827188119829,38.0471181281762,10486314,,1459, ,OXFORD,RD, ,OXFORD RD,,1459 OXFORD RD,101962
-78.4824784259649,38.0470941136621,10486315,,1457, ,OXFORD,RD, ,OXFORD RD,,1457 OXFORD RD,101963
-78.4795492281633,38.0320716729892,10486316,,249,E,JEFFERSON,ST, ,E JEFFERSON ST,,249 E JEFFERSON ST,101965
-78.4879849717738,38.0378284543435,10486317,,629, ,ROSE HILL,DR, ,ROSE HILL DR,,629 ROSE HILL DR,101966
-78.4686378295325,38.0339481906618,10486318,,703, ,GROVE,AVE, ,GROVE AVE,,703 GROVE AVE,101967
-78.4629777139337,38.03383629034,10486319,,809, ,WARD,AVE, ,WARD AVE,,809 WARD AVE,101968
-78.4796564665515,38.0257698250699,10486320,,609, ,BELMONT,AVE, ,BELMONT AVE,,609 BELMONT AVE,101969
-78.4799788445895,38.0259160071799,10486321,,601, ,BELMONT,AVE, ,BELMONT AVE,,601 BELMONT AVE,101970
-78.5064081727118,38.0497608541178,10486322,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,225,2101 ARLINGTON BLVD #225,102024
-78.5064081727118,38.0497608541178,10486323,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,233,2101 ARLINGTON BLVD #233,102025
-78.5064081727118,38.0497608541178,10486324,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,241,2101 ARLINGTON BLVD #241,102026
-78.5064081727118,38.0497608541178,10486325,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,242,2101 ARLINGTON BLVD #242,102027
-78.5064081727118,38.0497608541178,10486326,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,250,2101 ARLINGTON BLVD #250,102028
-78.5064081727118,38.0497608541178,10486327,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,307,2101 ARLINGTON BLVD #307,102029
-78.5064081727118,38.0497608541178,10486328,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,315,2101 ARLINGTON BLVD #315,102030
-78.5064081727118,38.0497608541178,10486329,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,316,2101 ARLINGTON BLVD #316,102031
-78.5064081727118,38.0497608541178,10486330,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,324,2101 ARLINGTON BLVD #324,102032
-78.5064081727118,38.0497608541178,10486331,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,332,2101 ARLINGTON BLVD #332,102033
-78.5064081727118,38.0497608541178,10486332,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,340,2101 ARLINGTON BLVD #340,102034
-78.5064081727118,38.0497608541178,10486333,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,341,2101 ARLINGTON BLVD #341,102035
-78.5064081727118,38.0497608541178,10486334,,2101, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,349,2101 ARLINGTON BLVD #349,102036
-78.5035164156465,38.0491361643576,10486335,,953, ,EMMET,ST,N,EMMET ST N,,953 EMMET ST N,105615
-78.4967233345502,38.0563762596487,10486336,,1417, ,EMMET,ST,N,EMMET ST N,C,1417 EMMET ST N #C,105616
-78.519001119732,38.0268780301931,10486337,,113, ,PIEDMONT,AVE,N,PIEDMONT AVE N,,113 PIEDMONT AVE N,105617
-78.5021635119095,38.051602276019,10486338,,1107, ,EMMET,ST,N,EMMET ST N,C,1107 EMMET ST N #C,105618
-78.5006957436946,38.0529190883949,10486339,,1137, ,EMMET,ST,N,EMMET ST N,A,1137 EMMET ST N #A,105619
-78.4935680645234,38.0604309591884,10486340,,1807, ,EMMET,ST,N,EMMET ST N,2B,1807 EMMET ST N #2B,105620
-78.5097245808879,38.0283915792703,10486341,,102, ,KENT,TER, ,KENT TER,4,102 KENT TER #4,103446
-78.5100386592007,38.0288196174191,10486342,,1801, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,5,1801 JEFFERSON PARK AVE #5,103447
-78.4988929958501,38.0368872452402,10486343,,326, ,15TH,ST,NW,15TH ST NW,1C,326 15TH ST NW #1C,103448
-78.4988929958501,38.0368872452402,10486344,,326, ,15TH,ST,NW,15TH ST NW,2A,326 15TH ST NW #2A,103449
-78.4988929958501,38.0368872452402,10486345,,326, ,15TH,ST,NW,15TH ST NW,2B,326 15TH ST NW #2B,103450
-78.4988929958501,38.0368872452402,10486346,,326, ,15TH,ST,NW,15TH ST NW,2C,326 15TH ST NW #2C,103451
-78.4988929958501,38.0368872452402,10486347,,326, ,15TH,ST,NW,15TH ST NW,3A,326 15TH ST NW #3A,103452
-78.4986047561607,38.0416194736155,10486348,,605, ,PRESTON,PL, ,PRESTON PL,2,605 PRESTON PL #2,103497
-78.4986047561607,38.0416194736155,10486349,,605, ,PRESTON,PL, ,PRESTON PL,3,605 PRESTON PL #3,103498
-78.4986047561607,38.0416194736155,10486350,,605, ,PRESTON,PL, ,PRESTON PL,4,605 PRESTON PL #4,103499
-78.5072900931176,38.0258634346866,10486351,,234, ,SHAMROCK,RD, ,SHAMROCK RD,,234 SHAMROCK RD,103500
-78.4801873152467,38.0164047260726,10486352,,904, ,ROCKLAND,AVE, ,ROCKLAND AVE,,904 ROCKLAND AVE,103501
-78.4966942915886,38.0184591077427,10486353,,1053, ,5TH,ST,SW,5TH ST SW,,1053 5TH ST SW,103502
-78.4970288806228,38.0183462125947,10486354,,1057, ,5TH,ST,SW,5TH ST SW,,1057 5TH ST SW,103503
-78.4970683358653,38.0181369375174,10486355,,1061, ,5TH,ST,SW,5TH ST SW,,1061 5TH ST SW,103504
-78.4907098470629,38.0235394528455,10486356,,721, ,RIDGE,ST, ,RIDGE ST,UPPER,721 RIDGE ST #UPPER,103517
-78.4933211294335,38.0167922895486,10486357,,933, ,RAYMOND,RD, ,RAYMOND RD,,933 RAYMOND RD,103518
-78.484375539401,38.0205003066075,10486358,,1200, ,6TH,ST,SE,6TH ST SE,COTT,1200 6TH ST SE #COTT,103519
-78.4863951265373,38.0186059187742,10486359,,1522, ,ROSA,TER, ,6TH ST SE,,1522 ROSA TER,103520
-78.4864066091814,38.0185869089125,10486360,,1524, ,ROSA,TER, ,6TH ST SE,,1524 ROSA TER,103521
-78.4786096813567,38.0198312912165,10486361,,816, ,ELLIOTT,AVE, ,ELLIOTT AVE,BSMT,816 ELLIOTT AVE #BSMT,103522
-78.4799160216486,38.0245316612265,10486362,,618, ,MONTICELLO,AVE, ,MONTICELLO AVE,B,618 MONTICELLO AVE #B,103523
-78.4737097614709,38.0137056103554,10486363,,1712, ,MONTICELLO,RD, ,MONTICELLO RD,,1712 MONTICELLO RD,103524
-78.4682996782481,38.0177917613077,10486364,,813, ,NASSAU,ST, ,NASSAU ST,B,813 NASSAU ST #B,103533
-78.4682721721733,38.0253076737712,10486365,,142, ,CARLTON,RD, ,CARLTON RD,B,142 CARLTON RD #B,103534
-78.4741681720647,38.0294351818319,10486366,,919,E,MARKET,ST, ,E MARKET ST,,919 E MARKET ST,103535
-78.4706499796918,38.0275366711,10486367,,1124,E,MARKET,ST, ,E MARKET ST,2,1124 E MARKET ST #2,103536
-78.4570859929874,38.023744965795,10486368,,1733, ,CHESAPEAKE,ST, ,CHESAPEAKE ST,B,1733 CHESAPEAKE ST #B,103537
-78.4641763659027,38.0316616370984,10486369,,525, ,MEADE,AVE, ,MEADE AVE,DOWN,525 MEADE AVE #DOWN,103538
-78.4646881602546,38.0313491518446,10486370,,506, ,STEWART,ST, ,STEWART ST,,506 STEWART ST,103539
-78.4775592546252,38.0359637100447,10486371,,609, ,WINE CELLAR,CIR, ,WINE CELLAR CIR,,609 WINE CELLAR CIR,103540
-78.4820886387798,38.0343905807655,10486372,,412, ,ALTAMONT,ST, ,ALTAMONT ST,A,412 ALTAMONT ST #A,103542
-78.4790799702617,38.0413794797565,10486373,,1741, ,ALLIED,ST, ,ALLIED ST,D,1741 ALLIED ST #D,103543
-78.4850972239205,38.037713768871,10486374,,706, ,HENRY,AVE, ,HENRY AVE,E,706 HENRY AVE #E,103544
-78.4878887333755,38.0319797884419,10486375,,204, ,6TH,ST,NW,6TH ST NW,,204 6TH ST NW,103545
-78.4890800133851,38.0324710561059,10486376,,616, ,BROWN,ST, ,BROWN ST,,616 BROWN ST,103546
-78.4888257925983,38.0323999838543,10486377,,610, ,BROWN,ST, ,BROWN ST,,610 BROWN ST,103547
-78.4901021929585,38.0363501732244,10486378,,421, ,9TH,ST,NW,9TH ST NW,C,421 9TH ST NW #C,103548
-78.4908327955772,38.0353955160484,10486379,,822, ,ANDERSON,ST, ,ANDERSON ST,,822 ANDERSON ST,103549
-78.4935680645234,38.0604309591884,10486380,,1807, ,EMMET,ST,N,EMMET ST N,4B,1807 EMMET ST N #4B,105621
-78.4933643564243,38.0318434047682,10486381,,852,W,MAIN,ST, ,W MAIN ST,529,852 W MAIN ST #529,103743
-78.4933643564243,38.0318434047682,10486382,,852,W,MAIN,ST, ,W MAIN ST,530,852 W MAIN ST #530,103744
-78.4933643564243,38.0318434047682,10486383,,852,W,MAIN,ST, ,W MAIN ST,531,852 W MAIN ST #531,103745
-78.4933643564243,38.0318434047682,10486384,,852,W,MAIN,ST, ,W MAIN ST,532,852 W MAIN ST #532,103746
-78.4933643564243,38.0318434047682,10486385,,852,W,MAIN,ST, ,W MAIN ST,533,852 W MAIN ST #533,103747
-78.5015523892512,38.0515733376018,10486386,,1115, ,EMMET,ST,N,EMMET ST N,C,1115 EMMET ST N #C,105622
-78.4792459627762,38.0352425412669,10486387,,526,,1ST,ST,N,1ST ST N,,526 1ST ST N,105623
-78.4790686710213,38.0352473527144,10486388,,528,,1ST,ST,N,1ST ST N,,528 1ST ST N,105781
-78.4802968909748,38.033799894301,10486389,,423,,1ST,ST,N,1ST ST N,3A,423 1ST ST N #3A,105782
-78.4802900127962,38.0348769261562,10486390,,511,,1ST,ST,N,1ST ST N,410,511 1ST ST N #410,105783
-78.4802289029916,38.0339455606637,10486391,,425,,1ST,ST,N,1ST ST N,3,425 1ST ST N #3,105784
-78.5024583111632,38.0513305928401,10486392,,1023, ,EMMET,ST,N,EMMET ST N,,1023 EMMET ST N,105785
-78.5189643596171,38.0264614825621,10486393,,107, ,PIEDMONT,AVE,N,PIEDMONT AVE N,A,107 PIEDMONT AVE N #A,105786
-78.4942029081179,38.023154192214,10486394,,766, ,PROSPECT,AVE, ,PROSPECT AVE,D,766 PROSPECT AVE #D,103084
-78.4942029081179,38.023154192214,10486395,,766, ,PROSPECT,AVE, ,PROSPECT AVE,E,766 PROSPECT AVE #E,103085
-78.4942029081179,38.023154192214,10486396,,766, ,PROSPECT,AVE, ,PROSPECT AVE,F,766 PROSPECT AVE #F,103086
-78.4942179553924,38.023133961965,10486397,,768, ,PROSPECT,AVE, ,PROSPECT AVE,A,768 PROSPECT AVE #A,103087
-78.4942179553924,38.023133961965,10486398,,768, ,PROSPECT,AVE, ,PROSPECT AVE,B,768 PROSPECT AVE #B,103088
-78.4849166129061,38.0299821122981,10486399,,100, ,RIDGE,ST, ,RIDGE ST,104,100 RIDGE ST #104,103142
-78.4849166129061,38.0299821122981,10486400,,100, ,RIDGE,ST, ,RIDGE ST,105,100 RIDGE ST #105,103143
-78.4849166129061,38.0299821122981,10486401,,100, ,RIDGE,ST, ,RIDGE ST,106,100 RIDGE ST #106,103144
-78.4849166129061,38.0299821122981,10486402,,100, ,RIDGE,ST, ,RIDGE ST,107,100 RIDGE ST #107,103145
-78.4849166129061,38.0299821122981,10486403,,100, ,RIDGE,ST, ,RIDGE ST,108,100 RIDGE ST #108,103146
-78.4849166129061,38.0299821122981,10486404,,100, ,RIDGE,ST, ,RIDGE ST,109,100 RIDGE ST #109,103147
-78.4849166129061,38.0299821122981,10486405,,100, ,RIDGE,ST, ,RIDGE ST,110,100 RIDGE ST #110,103148
-78.4849166129061,38.0299821122981,10486406,,100, ,RIDGE,ST, ,RIDGE ST,111,100 RIDGE ST #111,103149
-78.4849166129061,38.0299821122981,10486407,,100, ,RIDGE,ST, ,RIDGE ST,112,100 RIDGE ST #112,103150
-78.4849166129061,38.0299821122981,10486408,,100, ,RIDGE,ST, ,RIDGE ST,113,100 RIDGE ST #113,103151
-78.4849166129061,38.0299821122981,10486409,,100, ,RIDGE,ST, ,RIDGE ST,114,100 RIDGE ST #114,103152
-78.4849166129061,38.0299821122981,10486410,,100, ,RIDGE,ST, ,RIDGE ST,115,100 RIDGE ST #115,103153
-78.4849166129061,38.0299821122981,10486411,,100, ,RIDGE,ST, ,RIDGE ST,116,100 RIDGE ST #116,103154
-78.4849166129061,38.0299821122981,10486412,,100, ,RIDGE,ST, ,RIDGE ST,117,100 RIDGE ST #117,103155
-78.4849166129061,38.0299821122981,10486413,,100, ,RIDGE,ST, ,RIDGE ST,118,100 RIDGE ST #118,103156
-78.4849166129061,38.0299821122981,10486414,,100, ,RIDGE,ST, ,RIDGE ST,119,100 RIDGE ST #119,103157
-78.4849166129061,38.0299821122981,10486415,,100, ,RIDGE,ST, ,RIDGE ST,120,100 RIDGE ST #120,103158
-78.4849166129061,38.0299821122981,10486416,,100, ,RIDGE,ST, ,RIDGE ST,121,100 RIDGE ST #121,103159
-78.4849166129061,38.0299821122981,10486417,,100, ,RIDGE,ST, ,RIDGE ST,122,100 RIDGE ST #122,103160
-78.4849166129061,38.0299821122981,10486418,,100, ,RIDGE,ST, ,RIDGE ST,123,100 RIDGE ST #123,103161
-78.4849166129061,38.0299821122981,10486419,,100, ,RIDGE,ST, ,RIDGE ST,201,100 RIDGE ST #201,103162
-78.4849166129061,38.0299821122981,10486420,,100, ,RIDGE,ST, ,RIDGE ST,202,100 RIDGE ST #202,103163
-78.4849166129061,38.0299821122981,10486421,,100, ,RIDGE,ST, ,RIDGE ST,203,100 RIDGE ST #203,103164
-78.4849166129061,38.0299821122981,10486422,,100, ,RIDGE,ST, ,RIDGE ST,204,100 RIDGE ST #204,103165
-78.4849166129061,38.0299821122981,10486423,,100, ,RIDGE,ST, ,RIDGE ST,205,100 RIDGE ST #205,103166
-78.4849166129061,38.0299821122981,10486424,,100, ,RIDGE,ST, ,RIDGE ST,206,100 RIDGE ST #206,103167
-78.4849166129061,38.0299821122981,10486425,,100, ,RIDGE,ST, ,RIDGE ST,207,100 RIDGE ST #207,103168
-78.4849166129061,38.0299821122981,10486426,,100, ,RIDGE,ST, ,RIDGE ST,208,100 RIDGE ST #208,103169
-78.4849166129061,38.0299821122981,10486427,,100, ,RIDGE,ST, ,RIDGE ST,209,100 RIDGE ST #209,103170
-78.4849166129061,38.0299821122981,10486428,,100, ,RIDGE,ST, ,RIDGE ST,210,100 RIDGE ST #210,103171
-78.4849166129061,38.0299821122981,10486429,,100, ,RIDGE,ST, ,RIDGE ST,211,100 RIDGE ST #211,103172
-78.4849166129061,38.0299821122981,10486430,,100, ,RIDGE,ST, ,RIDGE ST,212,100 RIDGE ST #212,103173
-78.4849166129061,38.0299821122981,10486431,,100, ,RIDGE,ST, ,RIDGE ST,213,100 RIDGE ST #213,103174
-78.4849166129061,38.0299821122981,10486432,,100, ,RIDGE,ST, ,RIDGE ST,214,100 RIDGE ST #214,103175
-78.4849166129061,38.0299821122981,10486433,,100, ,RIDGE,ST, ,RIDGE ST,215,100 RIDGE ST #215,103176
-78.4849166129061,38.0299821122981,10486434,,100, ,RIDGE,ST, ,RIDGE ST,216,100 RIDGE ST #216,103177
-78.4849166129061,38.0299821122981,10486435,,100, ,RIDGE,ST, ,RIDGE ST,217,100 RIDGE ST #217,103178
-78.4849166129061,38.0299821122981,10486436,,100, ,RIDGE,ST, ,RIDGE ST,218,100 RIDGE ST #218,103179
-78.4849166129061,38.0299821122981,10486437,,100, ,RIDGE,ST, ,RIDGE ST,219,100 RIDGE ST #219,103180
-78.4849166129061,38.0299821122981,10486438,,100, ,RIDGE,ST, ,RIDGE ST,220,100 RIDGE ST #220,103181
-78.4849166129061,38.0299821122981,10486439,,100, ,RIDGE,ST, ,RIDGE ST,221,100 RIDGE ST #221,103182
-78.4849166129061,38.0299821122981,10486440,,100, ,RIDGE,ST, ,RIDGE ST,222,100 RIDGE ST #222,103183
-78.4849166129061,38.0299821122981,10486441,,100, ,RIDGE,ST, ,RIDGE ST,223,100 RIDGE ST #223,103184
-78.4849166129061,38.0299821122981,10486442,,100, ,RIDGE,ST, ,RIDGE ST,401,100 RIDGE ST #401,103185
-78.5025374475496,38.0369651900532,10486443,,115, ,MADISON,LN, ,MADISON LN, ,115 MADISON LN,105953
-78.4589244023516,38.049374316181,10486444,,428, ,NICHOLSON,ST, ,NICHOLSON ST, ,428 NICHOLSON ST,105982
-78.4883034326281,38.0308101799126,10486445,,600,W,MAIN,ST, ,W MAIN ST,509,600 W MAIN ST #509,106038
-78.4883034326281,38.0308101799126,10486446,,600,W,MAIN,ST, ,W MAIN ST,508,600 W MAIN ST #508,106037
-78.4883034326281,38.0308101799126,10486447,,600,W,MAIN,ST, ,W MAIN ST,507,600 W MAIN ST #507,106036
-78.469657810417,38.0258202343595,10486448,,4000, ,CITY WALK,WAY, ,E WATER ST,123,4000 CITY WALK WAY #123,102624
-78.469657810417,38.0258202343595,10486449,,4000, ,CITY WALK,WAY, ,E WATER ST,124,4000 CITY WALK WAY #124,102625
-78.469657810417,38.0258202343595,10486450,,4000, ,CITY WALK,WAY, ,E WATER ST,125,4000 CITY WALK WAY #125,102626
-78.469657810417,38.0258202343595,10486451,,4000, ,CITY WALK,WAY, ,E WATER ST,126,4000 CITY WALK WAY #126,102627
-78.469657810417,38.0258202343595,10486452,,4000, ,CITY WALK,WAY, ,E WATER ST,127,4000 CITY WALK WAY #127,102628
-78.469657810417,38.0258202343595,10486453,,4000, ,CITY WALK,WAY, ,E WATER ST,128,4000 CITY WALK WAY #128,102629
-78.469657810417,38.0258202343595,10486454,,4000, ,CITY WALK,WAY, ,E WATER ST,129,4000 CITY WALK WAY #129,102630
-78.469657810417,38.0258202343595,10486455,,4000, ,CITY WALK,WAY, ,E WATER ST,131,4000 CITY WALK WAY #131,102631
-78.469657810417,38.0258202343595,10486456,,4000, ,CITY WALK,WAY, ,E WATER ST,132,4000 CITY WALK WAY #132,102632
-78.469657810417,38.0258202343595,10486457,,4000, ,CITY WALK,WAY, ,E WATER ST,133,4000 CITY WALK WAY #133,102633
-78.469657810417,38.0258202343595,10486458,,4000, ,CITY WALK,WAY, ,E WATER ST,134,4000 CITY WALK WAY #134,102634
