RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,UseCode,Style,Grade,Roof,Flooring,Heating,Fireplace,YearBuilt,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,Basement,FinishedBasement,BasementType,ExternalWalls,NumberOfStories,SquareFootageFinishedLiving
7096,330033200,205,PARKWAY ST,,Single Family,1.5 Story,B +,Architectural Shingles,Hardwood,Heat Pump,1,1955,5,3,0,3,0,1053,,Full Basement,Brick Veneer,1.90,2041
7098,330035000,311,PARKWAY ST,,Single Family,1.5 Story,B,Shingles,Hardwood,Forced Air,1,1950,5,2,0,1,0,,,No Basement,Brick Veneer,1.00,1163
7099,330036000,313,PARKWAY ST,,Single Family,2 Sty Superior,B +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1930,7,3,0,2,0,775,,Partial Basement,Brick Veneer,2.00,1706
7100,330037000,224,WINE ST,,Single Family,1 Story,B +,Architectural Shingles,Hardwood,Forced Air,1,1930,5,2,0,2,0,527,,Partial Basement,Hardy Board,1.00,1054
7101,330038000,228,WINE ST,,Single Family,1 Story,B +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1933,6,2,0,2,0,947,760,Full Basement,Brick Veneer,1.00,1167
7102,330039000,317,PARKWAY ST,,Single Family,1.5 Sty Superior,B +,Architectural Shingles,Hardwood,Forced Air,1,1930,6,4,0,2,0,579,200,Partial Basement,Brick Veneer,1.85,1348
7107,330043000,325,PARKWAY ST,,Single Family,2 Sty Excellent,B +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1925,6,3,0,1,0,624,,Cellar,Brick Veneer,2.00,1248
7108,330044000,324,PARKWAY ST,,Single Family,1 Sty Excellent,C +,Shingles,Hardwood,Heat Pump,0,1962,6,3,0,2,0,864,416,Partial Basement,Vinyl,1.00,1284
7109,330045000,322,PARKWAY ST,,Single Family,2 Sty Superior,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1930,6,3,0,1,0,224,,Partial Basement,Stucco,2.00,1590
7110,330046000,316,PARKWAY ST,,Single Family,2 Sty Superior,A -,Shingles,Hardwood,Hot Water Radiator,1,1928,8,4,1,2,0,756,,Partial Basement,Brick Veneer,2.00,2410
7112,330048000,526,PARK PLZ,,Single Family,2 Story,A -,Architectural Shingles,Hardwood,Heat Pump,1,1935,9,3,1,2,No dat,1164,1164,Full Basement,Brick Veneer,2.00,2328
7114,330049000,518,PARK PLZ,,Single Family,1.5 Sty Superior,B,Shingles,None,Hot Water Radiator,1,1928,7,3,1,2,0,290,,Partial Basement,Brick Veneer,1.66,1493
7116,330051000,510,PARK PLZ,,Single Family,1.5 Sty Excellent,B,Shingles,Hardwood,Hot Water Radiator,0,1928,6,3,1,1,0,,,No Basement,Brick Veneer,1.50,1800
7117,330052000,508,PARK PLZ,,Single Family,2 Sty Superior,B,Shingles,Hardwood,Hot Water Radiator,1,1945,6,4,0,3,0,786,666,Partial Basement,Concrete Block,2.00,1944
7118,330053000,500,PARK PLZ,,Single Family,1 Sty Superior,B,Shingles,Hardwood,Heat Pump,1,1957,6,3,1,2,0,1444,1444,Full Basement,Brick Veneer,1.00,1444
7119,330054000,440,3RD ST NE,,Single Family,1.5 Sty Excellent,B +,Architectural Shingles,Hardwood,Forced Air,1,1940,6,3,0,2,1,1114,,Full Basement,Stone,1.75,1882
7121,330056000,310,HEDGE ST,,Single Family,2 Sty Superior,B,Shingles,Hardwood,Hot Water Radiator,1,1935,7,3,1,1,0,270,,Partial Basement,Brick Veneer,2.00,1606
7122,330057000,421,4TH ST NE,,Single Family,2 Sty Superior,B++,Architectural Shingles,Hardwood,Heat Pump,1,1930,6,3,1,1,0,348,,Cellar,Stucco,2.00,1417
7123,330058000,419,4TH ST NE,,Single Family,2 Sty Superior,B,Metal,Hardwood,Hot Water Radiator,0,1850,9,3,1,2,0,754,429,Partial Basement,Wood,2.0,1768
7127,330078000,410,2ND ST NE,,Single Family,2 Sty Excellent,A -,Metal,Hardwood,Hot Water Radiator,0,1920,9,4,0,2,0,240,,Partial Basement,Wood,2.00,3046
7128,330079000,422,2ND ST NE,,Single Family,2 Sty Superior,A,Slate,Hardwood,Heat Pump,4,1839,9,4,1,3,0,1624,,Partial Basement,Brick Veneer,2.00,3668
7129,330080000,426,2ND ST NE,,Single Family,2 Sty Superior,A,Metal,Hardwood,Hot Water Radiator,4,1826,10,4,0,3,0,1056,,Partial Basement,Brick Veneer,2.00,3102
7130,330081000,428,2ND ST NE,,Single Family,2.5 Sty Superior,A -,Copper,Hardwood,Hot Water Radiator,2,1920,8,4,1,2,0,480,,Cellar,Stucco,2.75,3235
7131,330082000,435,3RD ST NE,,Single Family,2 Sty Superior,A,Architectural Shingles,Hardwood,Hot Water Radiator,1,1930,7,4,0,3,0,362,,Partial Basement,Brick Veneer,2.00,2208
7132,330083000,437,3RD ST NE,,Single Family,1 Sty Excellent,B -,Metal,Hardwood,Forced Air,0,1940,6,3,0,1,0,735,,Partial Basement,Brick Veneer,1.00,1435
7134,330085000,425,2ND ST NE,,Single Family,2.5 Sty Superior,A++,Slate,Hardwood,Hot Water Radiator,2,1911,10,3,1,3,0,1002,1002,Full Basement,Brick/Masonry,2.50,2505
7136,330087000,419,2ND ST NE,,Single Family,2.5 Sty Superior,A +,Metal,Hardwood,Hot Water Radiator,1,1920,12,5,1,4,0,1124,851,Full Basement,Wood,2.5,2910
7137,330088100,430,1ST ST N,,Single Family,Contemporary,A +,Rubber,Hardwood,Forced Air,1,1994,8,3,1,2,0,839,745,Walkout Basement,Brick Veneer,3.00,2143
7139,330090000,411,2ND ST NE,,Single Family,1.5 Sty Superior,A,Copper,Hardwood,Heat Pump,2,1908,10,3,0,3,0,1611,822,Partial Basement,Brick Veneer,1.50,2456
7140,330091000,409,2ND ST NE,,Single Family,2 Sty Superior,A,Shingles,Hardwood,Hot Water Radiator,4,1870,7,3,1,2,0,550,,Partial Basement,Wood,2.00,2810
7141,330092000,407,2ND ST NE,,Single Family,2 Sty Superior,A,Architectural Shingles,Hardwood,Forced Air,2,1920,10,5,1,2,0,494,,Partial Basement,Brick Veneer,2.00,4002
7142,330093000,115,E HIGH ST,,Single Family,2 Story,A,Metal,Hardwood,Hot Water Radiator,0,1920,9,4,0,3,0,1627,,Full Basement,Brick Veneer,2.00,3216
7144,330098000,412,1ST ST N,,Single Family,2 Sty Superior,A,Metal,Hardwood,Hot Water Radiator,2,1920,6,2,1,2,0,896,,Partial Basement,Brick Veneer,2.00,2576
7145,330099000,416,1ST ST N,,Single Family,2 Sty Superior,A,Metal,Hardwood,Forced Air,3,1900,9,4,1,2,0,832,587,Partial Basement,Brick Veneer,2.00,2248
7147,330102000,436,1ST ST N,,Single Family,2 Sty Superior,A,Shingles,Hardwood,Hot Water Radiator,3,1920,10,4,1,2,0,555,,Partial Basement,Brick Veneer,2.00,2470
7148,330103000,433,1ST ST N,,Single Family,2 Sty Superior,A -,Metal,Hardwood,Hot Water Radiator,0,1860,8,4,0,2,0,1504,,Full Basement,Wood,2.00,2674
7149,330103000,433,1ST ST N,,Single Family,2 Sty Superior,A -,Metal,Hardwood,Hot Water Radiator,0,1860,8,4,0,2,0,1504,,Full Basement,Wood,2.00,2674
7150,330103000,433,1ST ST N,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,0,2010,3,1,0,1,0,375,,Full Basement,Stucco,2.00,750
7151,330103000,433,1ST ST N,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,0,2010,3,1,0,1,0,375,,Full Basement,Stucco,2.00,750
7152,330106000,415,1ST ST N,,Single Family,2 Sty Superior,A,Metal,Hardwood,Hot Water Radiator,2,1920,8,4,1,3,0,1228,,Full Basement,Brick Veneer,2.00,2486
7153,330107000,411,1ST ST N,,Single Family,2 Sty Superior,A +,Metal,Heart Pine,Hot Water Radiator,3,1885,11,4,1,4,0,1488,1388,Full Basement,Brick/Masonry,2.00,3046
7154,330108000,409,1ST ST N,,Single Family,2 Sty Superior,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1910,5,2,0,2,0,840,,Cellar,Stucco,2.00,1722
7156,330111000,401,ALTAMONT CIR,,Single Family,2 Sty Excellent,A +,Slate,Hardwood,Hot Water Radiator,2,1930,9,4,No dat,3,No dat,1998,,Partial Basement,Brick/Masonry,2.0,3697
7157,330111000,401,ALTAMONT CIR,,Single Family,2 Sty Excellent,A +,Slate,Hardwood,Hot Water Radiator,2,1930,9,4,No dat,3,No dat,1998,,Partial Basement,Brick/Masonry,2.0,3697
7159,330113000,405,ALTAMONT CIR,,Single Family,2 Story,B +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1924,7,2,1,2,0,340,,Cellar,Stucco,2.00,2192
7160,330114000,407,ALTAMONT CIR,,Single Family,2 Sty Superior,A,Slate,Hardwood,Hot Water Radiator,1,1922,8,3,1,2,2,558,,Cellar,Brick Veneer,2.00,2800
7161,330115000,409,ALTAMONT CIR,,Single Family,2 Sty Superior,A +,Slate,Hardwood,Hot Water Radiator,1,1900,7,4,1,1,0,1163,,Full Basement,Brick Veneer,2.00,2313
7162,330117000,411,ALTAMONT CIR,,Single Family,1.5 Sty Superior,A -,Metal,Hardwood,Hot Water Radiator,1,1913,6,2,0,2,0,416,,Partial Basement,Brick Veneer,1.50,1040
7163,330118000,107,ALTAMONT CIR,,Single Family,2 Sty Excellent,B,Metal,Hardwood,Hot Water Radiator,0,1920,8,3,0,2,0,,,No Basement,Stucco,2.00,1592
7164,330119000,109,ALTAMONT CIR,,Single Family,2 Story,A -,Architectural Shingles,Hardwood,Hot Water Radiator,2,1914,9,4,0,2,0,640,,Partial Basement,Brick Veneer,2.00,2984
7165,330120000,111,ALTAMONT CIR,,Single Family,2 Sty Excellent,A -,Metal,Hardwood,Hot Water Radiator,0,1910,8,4,1,2,0,416,,Partial Basement,Brick Veneer,2.00,2368
7166,330121000,113,ALTAMONT CIR,,Single Family,2 Story,B +,Metal,Hardwood,Hot Water Radiator,1,1920,9,4,1,3,0,1408,,Full Basement,Brick Veneer,2.00,2356
7167,330122000,115,ALTAMONT CIR,,Single Family,2 Sty Excellent,A,Metal,Hardwood,Hot Water Radiator,1,1918,9,3,No dat,3,0,990,,Partial Basement,Brick Veneer,2.00,2760
7169,330125000,408,ALTAMONT CIR,,Single Family,1.5 Sty Superior,A -,Slate,Hardwood,Hot Water Radiator,1,1925,8,4,0,2,0,720,,Cellar,Brick Veneer,1.50,2718
7179,330136000,409,ALTAMONT ST,,Single Family,2 Sty Excellent,B++,Metal,Hardwood,Forced Air,0,1920,8,4,0,3,0,732,210,Partial Basement,Wood,2.00,2322
7180,330138000,413,ALTAMONT ST,,Single Family,1.5 Story,B -,Metal,Hardwood,Hot Water Radiator,0,1940,7,3,1,1,0,780,,Partial Basement,Brick Veneer,1.90,1542
7185,330143000,420,ALTAMONT ST,,Single Family,1 Sty Superior,B -,Architectural Shingles,Hardwood,Hot Water Radiator,1,1920,6,3,0,1,0,340,,Cellar,Stucco,1.00,680
7186,330144000,418,ALTAMONT ST,,Single Family,2 Story,C++,Shingles,Hardwood,Floor Furnace,0,1910,7,3,0,1,0,664,,Full Basement,Aluminum,2.00,1328
7187,330145000,415,MCINTIRE RD,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1945,4,2,0,1,0,484,,Partial Basement,Asbestos,1.00,809
7191,330149000,410,ALTAMONT ST,,Single Family,1.5 Sty Excellent,B,Architectural Shingles,Hardwood,Forced Air,1,1926,7,3,0,2,0,312,,Partial Basement,Brick Veneer,1.85,1664
7192,330150000,406,ALTAMONT ST,,Single Family,2 Story,B +,Copper,Hardwood,Forced Air,1,1917,8,4,0,2,0,1064,,Full Basement,Wood,2.00,2128
7193,330151000,404,ALTAMONT ST,,Single Family,2 Story,B,Metal,Hardwood,Hot Water Radiator,0,1913,6,3,0,1,0,982,,Full Basement,Wood,2.00,1654
7239,330185000,104,W HIGH ST,,Single Family,2 Story,A,Metal,Hardwood,Hot Water Radiator,0,1920,8,4,0,2,0,0,0,No Basement,Brick Veneer,2.00,3213
7240,330188000,361,1ST ST N,,Single Family,2 Story,A,Shingles,Hardwood,Hot Water Radiator,1,1923,7,3,0,2,0,750,,Partial Basement,Brick Veneer,2.00,1656
7241,330189000,100,W HIGH ST,,Single Family,2 Story,A,Metal,Hardwood,Hot Water Radiator,0,1890,8,3,0,3,0,0,0,No Basement,Brick Veneer,2.00,3269
7287,340020000,726,MCINTIRE RD,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1961,6,3,0,2,0,1107,576,Full Basement,Brick Veneer,1.00,1107
7288,340020100,728,MCINTIRE RD,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1959,6,3,0,1,0,,,No Basement,Asbestos,1.00,1008
7289,340020200,730,MCINTIRE RD,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1959,8,3,0,1,0,,,No Basement,Asbestos,1.00,1428
7291,340021000,722,MCINTIRE RD,,Single Family,1 Sty (Avg),C,Shingles,Hardwood,Forced Air,0,1948,6,3,0,2,0,390,,Cellar,Aluminum,1.00,975
7292,340022000,720,MCINTIRE RD,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1946,5,2,0,1,0,776,,Partial Basement,Aluminum,1.00,1456
7293,340023000,718,MCINTIRE RD,,Single Family,1 Story,C,Shingles,Hardwood,Floor Furnace,0,1951,5,2,0,1,0,816,328,Full Basement,Aluminum,1.00,816
7294,340024000,716,MCINTIRE RD,,Single Family,1 Story,B,Shingles,Hardwood,Heat Pump,0,1956,5,2,0,1,0,,,No Basement,Brick Veneer,1.00,1113
7295,340025000,714,MCINTIRE RD,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1958,7,3,0,2,0,1025,511,Full Basement,Brick Veneer,1.00,1025
7298,340026200,700,MCINTIRE RD,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1962,6,3,0,2,0,1092,694,Full Basement,Brick Veneer,1.00,1092
7299,340027000,715,NELSON DR,,Single Family,2 Story,B,Shingles,Hardwood,Forced Air,1,1940,6,3,0,2,0,,,No Basement,Brick Veneer,2.00,2004
7303,340028300,805,2ND ST NE,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1985,5,2,0,2,0,1302,,Partial Basement,Brick Veneer,1.00,1563
7304,340029000,705,NELSON DR,,Single Family,1 Story,B -,Metal,Hardwood,Forced Air,1,1953,5,2,0,1,0,,,No Basement,Brick Veneer,1.00,988
7305,340030000,901,2ND ST NE,,Single Family,1 Sty Excellent,B++,Architectural Shingles,Tile,Hot Water Radiator,1,1954,7,3,0,2,0,,,No Basement,Brick Veneer,1.00,1720
7306,340030100,903,2ND ST NE,,Single Family,1 Story,C++,Architectural Shingles,Hardwood,Forced Air,1,1958,6,3,1,2,0,560,,Partial Basement,Brick Veneer,1.00,1520
7307,340030200,905,2ND ST NE,,Single Family,1 Story,B -,Shingles,Hardwood,Forced Air,0,1961,6,3,1,1,0,,,No Basement,Brick Veneer,1.00,1269
7308,340030300,904,2ND ST NE,,Single Family,1 Story,C++,Architectural Shingles,Hardwood,Hot Water Radiator,1,1956,6,3,0,2,1,1316,,Full Basement,Brick Veneer,1.00,1316
7309,340030400,902,2ND ST NE,,Single Family,1 Story,C++,Shingles,Hardwood,Hot Water Radiator,1,1956,6,3,0,2,1,1316,661,Full Basement,Brick Veneer,1.00,1316
7310,340031000,809,2ND ST NE,,Single Family,1 Sty Superior,A,Shingles,Hardwood,Forced Air,2,1941,7,2,0,2,0,204,,Partial Basement,Brick Veneer,1.00,1529
7311,340032000,801,2ND ST NE,,Single Family,1 Story,C++,Shingles,Hardwood,Hot Water Radiator,1,1955,6,3,1,1,0,,,No Basement,Brick Veneer,1.00,1467
7312,340033000,707,NORTHWOOD AVE,,Single Family,2 Sty Superior,A++,Slate,Hardwood,Hot Water Radiator,1,1936,10,3,1,3,0,906,906,Walkout Basement,Brick Veneer,2.00,2046
7313,340034000,703,NORTHWOOD AVE,,Single Family,2.5 Sty Excellent,B +,Shingles,Hardwood,Hot Water Radiator,1,1938,6,3,1,2,1,725,725,Full Basement,Brick Veneer,2.50,1450
7314,340035000,701,NORTHWOOD AVE,,Single Family,1 Story,B,Built Up,Hardwood,Hot Water Radiator,2,1935,7,3,1,2,0,896,758,Partial Basement,Stucco,1.00,1832
7316,340037000,702,NELSON DR,,Single Family,1.5 Story,B +,Shingles,Hardwood,Hot Water Radiator,1,1942,6,3,1,1,0,713,425,Full Basement,Brick Veneer,1.75,1248
7317,340038000,704,NELSON DR,,Single Family,2 Story (Avg),B -,Shingles,Hardwood,Hot Water Radiator,1,1940,6,3,2,1,0,898,,Full Basement,Concrete Block,2.00,1472
7318,340039000,112,NORTHWOOD CIR,,Single Family,1.5 Story,C++,Shingles,Hardwood,Hot Water Radiator,1,1930,6,3,0,2,0,696,,Partial Basement,Brick Veneer,1.50,2016
7319,340040000,706,NELSON DR,,Single Family,2 Sty Excellent,C++,Shingles,Hardwood,Hot Water Radiator,1,1938,6,3,1,1,0,880,,Full Basement,Asbestos,2.00,1472
7320,340041000,712,NELSON DR,,Single Family,1.5 Story,C +,Shingles,Hardwood,Hot Water Radiator,0,1956,5,3,1,1,0,894,,Full Basement,Brick Veneer,1.50,1350
7322,340043000,620,MCINTIRE RD,,Single Family,1 Story,C++,Shingles,Hardwood,Hot Water Radiator,1,1948,5,2,0,1,0,518,449,Partial Basement,Brick Veneer,1.00,1068
7323,340044000,110,NORTHWOOD CIR,,Single Family,2 Sty Excellent,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1930,8,5,2,2,0,1220,181,Full Basement,Brick Veneer,2.00,2440
7324,340045000,108,NORTHWOOD CIR,,Single Family,2 Story,B +,Shingles,Hardwood,Hot Water Radiator,2,1930,8,6,0,3,1,1170,,Full Basement,Brick Veneer,2.00,2054
7325,340046000,618,MCINTIRE RD,,Single Family,1 Story,C -,Shingles,Hardwood,Heat Pump,1,1951,4,2,0,1,0,,,No Basement,Concrete Block,1.00,774
7326,340047000,616,MCINTIRE RD,,Single Family,1 Sty (Avg),C,Shingles,Hardwood,Forced Air,0,1956,6,3,No dat,2,0,1025,537,Walkout Basement,Brick Veneer,1.00,1025
7327,340048000,610,MCINTIRE RD,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,0,1955,6,3,0,2,0,,,No Basement,Concrete Block,1.00,1064
7328,340049000,106,NORTHWOOD CIR,,Single Family,2 Story,B +,Shingles,Hardwood,Hot Water Radiator,1,1930,7,4,0,2,1,624,,Partial Basement,Brick Veneer,2.00,1508
7329,340050000,606,MCINTIRE RD,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1948,6,2,0,1,0,286,,Partial Basement,Asbestos,1.00,748
7330,340051000,604,MCINTIRE RD,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1944,6,2,0,1,0,425,,Partial Basement,Wood,1.00,1101
7331,340052000,602,MCINTIRE RD,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Heat Pump,1,1946,5,2,0,1,1,506,,Partial Basement,Concrete Block,1.00,1109
7332,340053000,104,NORTHWOOD CIR,,Single Family,2 Sty Excellent,B +,Metal,Hardwood,Hot Water Radiator,1,1934,7,3,1,3,0,979,576,Full Basement,Brick Veneer,2.00,1722
7334,340055000,600,MCINTIRE RD,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1949,7,3,1,1,1,576,,Partial Basement,Aluminum,1.00,1355
7335,340056000,103,PERRY DR,,Single Family,1 Story,C++,Shingles,Hardwood,Forced Air,0,1955,7,3,0,2,0,649,,Partial Basement,Asbestos,1.00,1284
7336,340057000,105,PERRY DR,,Single Family,1 Story,C++,Metal,Hardwood,Forced Air,1,1950,5,2,0,1,0,100,,Partial Basement,Wood,1.00,1026
7337,340058000,107,PERRY DR,,Single Family,2 Sty Excellent,B -,Architectural Shingles,Hardwood,Hot Water Radiator,1,1950,8,2,0,1,0,390,,Partial Basement,Vinyl,2.00,1595
7339,340059000,100,NORTHWOOD CIR,,Single Family,2 Sty Excellent,B,Shingles,Hardwood,Hot Water Radiator,1,1930,8,4,0,2,0,624,,Partial Basement,Brick Veneer,2.00,1608
7340,340060000,613,NORTHWOOD AVE,,Single Family,1 Sty Excellent,B,Shingles,Tile,Hot Water Radiator,1,1930,5,2,1,1,0,675,149,Partial Basement,Brick Veneer,1.00,1350
7341,340061000,609,NORTHWOOD AVE,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1910,8,4,0,2,0,375,,Partial Basement,Stucco,1.50,2148
7342,340062000,605,NORTHWOOD AVE,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1951,6,2,1,2,0,734,484,Full Basement,Concrete Block - Tex Face,1.00,1674
7343,340063000,109,PERRY DR,,Single Family,1 Story,C +,Shingles,Hardwood,Hot Water Radiator,1,1950,6,3,0,1,0,850,,Partial Basement,Aluminum,1.00,1135
7344,340064000,111,PERRY DR,,Single Family,1 Story,C++,Shingles,Hardwood,Heat Pump,1,1952,6,4,0,2,1,630,,Partial Basement,Brick Veneer,1.00,1860
7345,340065000,600,NORTHWOOD AVE,,Single Family,2.5 Sty Excellent,B +,Architectural Shingles,Tile,Forced Air,1,1945,8,4,0,2,1,780,397,Full Basement,Brick Veneer,2.50,1950
7346,340066000,608,NORTHWOOD AVE,,Single Family,1.5 Sty Excellent,B +,Architectural Shingles,Hardwood,Heat Pump,1,1958,6,3,0,3,0,819,747,Partial Basement,Stucco,1.50,1942
7348,340068000,608,WINE CELLAR CIR,,Single Family,2 Sty Excellent,B +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1925,6,3,0,1,0,312,,Partial Basement,Stucco,2.00,1306
7349,340069000,610,WINE CELLAR CIR,,Single Family,1 Story,B -,Architectural Shingles,Hardwood,Hot Water Radiator,1,1950,6,2,1,2,0,1100,838,Full Basement,Aluminum,1.00,1100
7350,340070000,612,WINE CELLAR CIR,,Single Family,1.5 Story,C++,Shingles,Hardwood,Forced Air,1,1938,7,4,1,2,0,436,,Cellar,Aluminum,1.50,2201
7351,340071000,611,WINE CELLAR CIR,,Single Family,1 Sty (Avg),C,Shingles,Hardwood,Hot Water Radiator,0,1925,5,2,0,1,0,468,,Partial Basement,Brick Veneer,1.00,990
7352,340071100,614,WINE CELLAR CIR,,Single Family,2.5 Story,B,Architectural Shingles,None,Heat Pump,0,2004,7,3,1,3,0,,,No Basement,Wood,2.50,2416
7353,340072000,612,NORTHWOOD AVE,,Single Family,2 Sty Excellent,B,Architectural Shingles,Hardwood,Hot Water Radiator,1,1935,6,3,1,2,1,912,500,Partial Basement,Brick Veneer,2.00,1872
7354,340073000,700,NORTHWOOD AVE,,Single Family,2 Sty Excellent,B++,Architectural Shingles,Hardwood,Hot Water Radiator,2,1945,10,4,1,2,0,280,,Partial Basement,Brick Veneer,2.00,2280
7355,340074000,702,NORTHWOOD AVE,,Single Family,1.5 Story,B,Shingles,Hardwood,Heat Pump,1,1980,8,3,0,3,0,,,No Basement,Wood,1.75,2133
7356,340075000,714,NORTHWOOD AVE,,Single Family,2 Sty Excellent,A -,Architectural Shingles,Hardwood,Heat Pump,2,1929,11,5,1,4,0,1271,,Partial Basement,Brick Veneer,2.00,3516
7357,340076000,720,NORTHWOOD AVE,,Single Family,2 Sty Excellent,B +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1930,8,3,1,3,0,714,,Partial Basement,Brick Veneer,2.00,3036
7358,340077000,724,NORTHWOOD AVE,,Single Family,2.5 Sty Excellent,A,Asbestos,Hardwood,Hot Water Radiator,2,1930,12,4,0,4,0,359,,Partial Basement,Brick Veneer,2.50,4500
7359,340078000,735,NORTHWOOD AVE,,Single Family,2 Sty Excellent,A -,Shingles,Hardwood,Hot Water Radiator,1,1931,9,4,0,2,0,1110,,Full Basement,Brick Veneer,2.00,2586
7360,340079000,729,NORTHWOOD AVE,,Single Family,2 Sty Superior,A +,Architectural Shingles,Hardwood,Hot Water Radiator,1,1925,10,4,1,3,No dat,1452,,Cellar,Brick/Masonry,2.00,3468
7361,340080000,101,ROBERTSON LN,,Single Family,1.5 Sty (Avg),C +,Architectural Shingles,Hardwood,Forced Air,1,1952,6,3,0,2,0,513,513,Partial Basement,Wood,1.50,1741
7363,340082000,100,ROBERTSON LN,,Single Family,1.5 Story,C +,Shingles,Hardwood,Forced Air,0,1937,5,3,0,2,0,841,,Full Basement,Aluminum,1.50,1262
7364,340083000,806,2ND ST NE,,Single Family,1.5 Story,B +,Architectural Shingles,Hardwood,Heat Pump,1,1937,12,6,1,3,0,728,,Partial Basement,Brick Veneer,1.50,3122
7366,340085000,800,2ND ST NE,,Single Family,1 Sty Excellent,B -,Architectural Shingles,Hardwood,Hot Water Radiator,1,1938,7,4,0,2,0,658,,Cellar,Brick/Masonry,1.50,1680
7368,340086000,717,NORTHWOOD AVE,,Single Family,2 Sty Excellent,A,Shingles,Hardwood,Hot Water Radiator,0,1930,8,3,0,3,0,782,395,Partial Basement,Stone,2.00,2464
7374,350004100,1109,FOREST ST,,Single Family,1 Story,C,Shingles,None,Floor Furnace,1,1940,4,2,0,1,0,1104,800,Full Basement,Brick Veneer,1.00,1104
7375,350006000,1002,ROSE HILL DR,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,0,2013,6,3,1,2,0,936,,Full Basement,Hardy Board,2.00,1872
7376,350006100,1000,ROSE HILL DR,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,No dat,2013,6,3,1,2,0,936,,Full Basement,Hardy Board,2.00,1872
7377,350007000,805,CYNTHIANNA AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1965,6,3,0,2,0,1107,766,Full Basement,Brick Veneer,1.00,1091
7378,350007100,1101,FOREST ST,,Single Family,1 Story,C,Shingles,None,Gas Wall Unit,0,1925,6,3,0,1,0,679,679,Partial Basement,Aluminum,1.00,503
7379,350008000,1107,FOREST ST,,Single Family,1 Story,D,Architectural Shingles,Linoleum,Forced Air,0,1925,5,3,0,1,0,,,Cellar,Stucco,1.00,1169
7380,350009000,800,CYNTHIANNA AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1973,6,3,0,3,0,1511,672,Full Basement,Brick Veneer,1.00,1511
7381,350011000,804,CYNTHIANNA AVE,,Single Family,1.5 Story,C,Metal,None,Hot Water Radiator,0,1938,7,3,0,1,0,322,0,Partial Basement,Aluminum,1.50,1464
7382,350012000,806,CYNTHIANNA AVE,,Single Family,1 Story,C,Shingles,Hardwood,Gas Wall Unit,0,1961,5,2,0,1,0,0,0,Partial Basement,Brick Veneer,1.00,1047
7383,350013000,808,CYNTHIANNA AVE,,Single Family,1 Story,C,Metal,None,Forced Air,0,1925,4,2,0,2,0,780,780,Full Basement,Wood,1.00,780
7384,350013100,910,ROSE HILL DR,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,1,2015,8,3,1,2,No dat,,,No Basement,Hardy Board,2.00,2365
7386,350014100,809,CONCORD AVE,,Single Family,1 Story,C -,Architectural Shingles,Linoleum,Forced Air,0,1930,5,2,0,1,0,196,,Partial Basement,Asbestos,1.00,1064
7387,350015000,807,CONCORD AVE,,Single Family,1.5 Story,B -,Metal,Hardwood,Hot Water Radiator,0,1950,8,3,1,2,0,825,,Partial Basement,Stucco,1.75,2194
7388,350016000,805,CONCORD AVE,,Single Family,2 Story,C,Metal,None,Forced Air,0,1925,7,3,1,1,0,0,0,Partial Basement,Aluminum,2.00,1837
7389,350017000,801,CONCORD AVE,,Single Family,2 Story,C,Metal,None,Forced Air,0,1925,6,3,0,1,0,0,0,Partial Basement,Aluminum,2.00,1666
